Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,779545,0.8203,0.0113,2461,✅
2,766859,0.4713,0.0140,1414,
3,791817,0.4387,0.0128,1316,
4,794105,0.4320,0.0134,1296,
5,8179589,0.4107,0.0122,1232,
6,8095212,0.3253,0.0125,976,
7,792430,0.3200,0.0119,960,
8,8176904,0.3190,0.0129,957,
9,8104626,0.2417,0.0124,725,
10,793997,0.2417,0.0118,725,
11,8091602,0.2287,0.0126,686,
12,8095189,0.2267,0.0123,680,
13,8091592,0.2253,0.0127,676,
14,778632,0.1740,0.0135,522,
15,787629,0.1630,0.0126,489,
16,785150,0.1293,0.0129,388,
17,8179629,0.1253,0.0132,376,
18,793999,0.1190,0.0128,357,
19,785149,0.1080,0.0134,324,
20,8179631,0.0863,0.0132,259,
