Rank,CAD,Score (lower is better),Eigenvalues,Status
1,777942,0.2636,"0.0642, 0.0500, 0.0002",
2,793982,0.2856,"0.0679, 0.0644, 0.0002",
3,793981,0.2862,"0.0679, 0.0644, 0.0002",
4,772769,0.2875,"0.0816, 0.0423, 0.0001",
5,792937,0.3597,"0.0736, 0.0494, 0.0004",
6,775999,0.3602,"0.0625, 0.0578, 0.0001",
7,772733,0.3656,"0.0719, 0.0604, 0.0000",⬅️
8,792429,0.3941,"0.0912, 0.0452, 0.0001",
9,780254,0.4096,"0.0606, 0.0515, 0.0001",
10,772734,0.4182,"0.0717, 0.0457, 0.0000",
11,793978,0.4201,"0.0543, 0.0535, 0.0001",
12,772732,0.4204,"0.0720, 0.0452, 0.0000",
13,772745,0.4251,"0.0762, 0.0315, 0.0001",
14,793975,0.4322,"0.0539, 0.0529, 0.0001",
15,8091607,0.4414,"0.0985, 0.0569, 0.0001",
16,8179611,0.4644,"0.0582, 0.0498, 0.0003",
17,772749,0.4870,"0.0711, 0.0316, 0.0001",
18,772741,0.4937,"0.0707, 0.0313, 0.0001",
19,788916,0.5374,"0.0647, 0.0448, 0.0000",
20,788920,0.5409,"0.0655, 0.0302, 0.0001",
21,8176978,0.5599,"0.0570, 0.0553, 0.0004",
22,8176966,0.5715,"0.0564, 0.0528, 0.0004",
23,770066,0.5972,"0.1047, 0.0500, 0.0001",
24,8095212,0.6048,"0.0751, 0.0579, 0.0006",
25,780288,0.6776,"0.1053, 0.0443, 0.0001",
26,8158965,0.6812,"0.0668, 0.0047, 0.0002",
27,780296,0.6884,"0.1113, 0.0560, 0.0000",
28,776548,0.6885,"0.0744, 0.0001, 0.0001",
29,780252,0.6920,"0.1124, 0.0622, 0.0001",
30,780295,0.6938,"0.1114, 0.0557, 0.0000",
31,8179589,0.7097,"0.1238, 0.0499, 0.0002",
32,777948,0.7338,"0.0640, 0.0096, 0.0001",
33,772809,0.7524,"0.0537, 0.0326, 0.0000",
34,772801,0.7538,"0.0522, 0.0347, 0.0000",
35,782016,0.7717,"0.0963, 0.0081, 0.0001",
36,772810,0.7812,"0.0545, 0.0306, 0.0000",
37,777945,0.8045,"0.0632, 0.0099, 0.0001",
38,8091602,0.8075,"0.0838, 0.0690, 0.0006",
39,8179614,0.8075,"0.1126, 0.0380, 0.0001",
40,8179592,0.8222,"0.1199, 0.0432, 0.0001",
41,763640,0.8226,"0.0957, 0.0014, 0.0001",
42,776556,0.8508,"0.1165, 0.0669, 0.0000",
43,788794,0.8539,"0.0598, 0.0097, 0.0001",
44,771731,0.8652,"0.0355, 0.0321, 0.0001",
45,780283,0.8747,"0.0502, 0.0169, 0.0001",
46,778082,0.8983,"0.0572, 0.0049, 0.0001",
47,8186079,0.9237,"0.0453, 0.0298, 0.0000",
48,780287,0.9381,"0.1048, 0.0122, 0.0001",
49,772742,0.9559,"0.0347, 0.0312, 0.0001",
50,788923,0.9567,"0.0393, 0.0259, 0.0001",
51,8179617,0.9605,"0.1107, 0.0025, 0.0002",
52,776560,0.9605,"0.0326, 0.0317, 0.0001",
53,780255,0.9958,"0.0989, 0.0003, 0.0000",
54,772726,1.0175,"0.0549, 0.0002, 0.0000",
55,785997,1.0192,"0.0273, 0.0225, 0.0002",
56,772725,1.0202,"0.0547, 0.0002, 0.0000",
57,788909,1.0231,"0.0433, 0.0222, 0.0000",
58,772805,1.0819,"0.0473, 0.0097, 0.0000",
59,772804,1.0838,"0.0477, 0.0090, 0.0000",
60,774596,1.1016,"0.0429, 0.0140, 0.0000",
61,8181146,1.1075,"0.0423, 0.0143, 0.0000",
62,780300,1.1308,"0.0569, 0.0270, 0.0006",
63,780299,1.1328,"0.0566, 0.0268, 0.0006",
64,772763,1.1471,"0.0350, 0.0085, 0.0001",
65,772764,1.1496,"0.0349, 0.0085, 0.0001",
66,791817,1.1570,"0.1477, 0.0532, 0.0000",
67,788905,1.1902,"0.0392, 0.0013, 0.0001",
68,8093316,1.1920,"0.0399, 0.0068, 0.0000",
69,778091,1.2023,"0.0393, 0.0006, 0.0001",
70,8172414,1.2165,"0.0352, 0.0116, 0.0000",
71,8172412,1.2182,"0.0351, 0.0117, 0.0000",
72,791816,1.2188,"0.1486, 0.0487, 0.0000",
73,8091304,1.2280,"0.0407, 0.0022, 0.0000",
74,793998,1.2637,"0.0590, 0.0226, 0.0007",
75,781899,1.2788,"0.0229, 0.0219, 0.0000",
76,778429,1.2960,"0.0315, 0.0002, 0.0001",
77,788695,1.3032,"0.0284, 0.0116, 0.0000",
78,763638,1.3041,"0.0305, 0.0005, 0.0001",
79,8100975,1.3092,"0.0197, 0.0055, 0.0001",
80,8105335,1.3274,"0.0139, 0.0050, 0.0002",
81,8096342,1.3292,"0.0371, 0.0056, 0.0004",
82,8100969,1.3316,"0.0191, 0.0055, 0.0001",
83,771736,1.3946,"0.0149, 0.0143, 0.0001",
84,8101572,1.3959,"0.0249, 0.0003, 0.0000",
85,786001,1.3991,"0.0132, 0.0107, 0.0001",
