Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,784111,1.0000,0.0057,3000,✅
2,8105335,0.8940,0.0095,2682,
3,775316,0.8710,0.0059,2613,
4,777141,0.8703,0.0088,2611,
5,791705,0.7967,0.0084,2390,
6,8181152,0.7780,0.0084,2334,
7,793646,0.7517,0.0108,2255,
8,8179627,0.7350,0.0099,2205,
9,781613,0.6973,0.0080,2092,
10,8122655,0.6843,0.0071,2053,
11,8103576,0.6703,0.0109,2011,
12,765201,0.6340,0.0110,1902,
13,8139718,0.6057,0.0077,1817,
14,779699,0.5900,0.0079,1770,
15,782185,0.5893,0.0100,1768,
16,8088206,0.4553,0.0103,1366,
17,779861,0.4417,0.0120,1325,
18,8093514,0.4417,0.0110,1325,
19,777043,0.4280,0.0107,1284,
20,794515,0.4207,0.0107,1262,
21,8122643,0.3297,0.0103,989,
22,8178944,0.3293,0.0115,988,
23,8171486,0.3157,0.0121,947,
24,777551,0.2890,0.0123,867,
25,765202,0.2500,0.0110,750,
