Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,793975,0.9767,0.0103,2930,✅
2,8176978,0.9633,0.0110,2890,
3,793978,0.9557,0.0110,2867,
4,8176966,0.9513,0.0106,2854,
5,780254,0.9263,0.0120,2779,
6,8179611,0.8397,0.0119,2519,
7,772769,0.8323,0.0122,2497,
8,777942,0.8313,0.0127,2494,
9,792429,0.7740,0.0127,2322,
10,772801,0.7673,0.0116,2302,
11,772734,0.7490,0.0120,2247,
12,772732,0.7260,0.0126,2178,
13,772745,0.7237,0.0119,2171,
14,788920,0.7073,0.0122,2122,
15,772741,0.7013,0.0106,2104,
16,772733,0.6940,0.0116,2082,
17,772749,0.6833,0.0107,2050,
18,772809,0.6200,0.0115,1860,
19,776560,0.6187,0.0110,1856,
20,793982,0.6183,0.0103,1855,
21,780300,0.5967,0.0117,1790,
22,772742,0.5953,0.0089,1786,
23,788923,0.5873,0.0118,1762,
24,793997,0.5540,0.0111,1662,
25,8186079,0.4707,0.0125,1412,
26,793998,0.4267,0.0122,1280,
27,793981,0.4197,0.0122,1259,
28,772805,0.4097,0.0097,1229,
29,780299,0.4070,0.0124,1221,
30,774596,0.4060,0.0111,1218,
31,785997,0.4037,0.0108,1211,
32,8181146,0.3753,0.0112,1126,
33,772804,0.3710,0.0111,1113,
34,788909,0.3643,0.0106,1093,
35,772810,0.3530,0.0125,1059,
36,777948,0.3523,0.0115,1057,
37,777945,0.3493,0.0103,1048,
38,8095212,0.3443,0.0109,1033,
39,788794,0.3403,0.0123,1021,
40,8158965,0.3310,0.0090,993,
41,780283,0.3010,0.0088,903,
42,772764,0.2930,0.0109,879,
43,788916,0.2743,0.0129,823,
44,8172414,0.2387,0.0114,716,
45,771731,0.2313,0.0112,694,
46,772763,0.1820,0.0120,546,
47,792937,0.1573,0.0098,472,
48,778082,0.1503,0.0108,451,
49,788905,0.1267,0.0111,380,
50,772726,0.1053,0.0107,316,
51,8093316,0.0907,0.0124,272,
52,775999,0.0893,0.0112,268,
53,772725,0.0780,0.0122,234,
54,8096342,0.0570,0.0119,171,
