Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,792430,0.7377,0.0109,2213,
2,787629,0.7217,0.0100,2165,⬅️
3,793999,0.6303,0.0106,1891,
4,8104983,0.6293,0.0125,1888,
5,793997,0.6153,0.0105,1846,
6,781744,0.6020,0.0115,1806,
7,780300,0.6013,0.0101,1804,
8,793998,0.6007,0.0101,1802,
9,780299,0.5993,0.0101,1798,
10,783619,0.5907,0.0078,1772,
11,776572,0.5577,0.0104,1673,
12,8158965,0.5300,0.0091,1590,
13,784907,0.5210,0.0113,1563,
14,8179614,0.5030,0.0119,1509,
15,8172406,0.4830,0.0104,1449,
16,794870,0.4603,0.0118,1381,
17,8181146,0.3937,0.0101,1181,
18,774596,0.3850,0.0082,1155,
19,772745,0.3740,0.0123,1122,
20,772749,0.3727,0.0131,1118,
21,780283,0.3577,0.0102,1073,
22,8087967,0.3447,0.0121,1034,
23,794871,0.3417,0.0095,1025,
24,777948,0.3383,0.0090,1015,
25,772741,0.3317,0.0128,995,
26,8179617,0.3093,0.0122,928,
27,780279,0.2830,0.0127,849,
28,788794,0.2490,0.0100,747,
29,780287,0.2083,0.0131,625,
30,782016,0.2053,0.0116,616,
31,763640,0.1930,0.0105,579,
32,788920,0.1660,0.0127,498,
33,777945,0.1650,0.0117,495,
34,780827,0.1420,0.0121,426,
35,779434,0.1177,0.0120,353,
36,780255,0.0387,0.0107,116,
37,788909,0.0300,0.0128,90,
