Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8166038,1.0000,0.0069,3000,✅
2,777141,0.9907,0.0078,2972,
3,8092284,0.8730,0.0129,2619,
4,8091936,0.8667,0.0095,2600,
5,8105335,0.8573,0.0099,2572,
6,777551,0.8133,0.0105,2440,
7,777553,0.7110,0.0093,2133,
8,8093514,0.6853,0.0097,2056,
9,765199,0.6220,0.0110,1866,
10,781916,0.6113,0.0099,1834,
11,8089434,0.5997,0.0102,1799,
12,784111,0.5977,0.0090,1793,
13,781917,0.5953,0.0096,1786,
14,765202,0.5753,0.0110,1726,
15,8103578,0.5697,0.0137,1709,
16,794273,0.5690,0.0100,1707,
17,8181152,0.5670,0.0114,1701,
18,788771,0.5667,0.0086,1700,
19,793646,0.5593,0.0106,1678,
20,778448,0.5467,0.0121,1640,
21,8126238,0.5317,0.0100,1595,
22,8103576,0.5133,0.0107,1540,
23,793426,0.5117,0.0102,1535,
24,8122655,0.4953,0.0087,1486,
25,8126327,0.4860,0.0117,1458,
26,781915,0.4700,0.0111,1410,
27,8178944,0.4677,0.0104,1403,
28,791705,0.4673,0.0092,1402,
29,777043,0.4607,0.0110,1382,
30,8126325,0.4193,0.0108,1258,
31,8174397,0.4177,0.0082,1253,
32,782185,0.4150,0.0108,1245,
33,781923,0.4040,0.0105,1212,
34,8139855,0.3827,0.0109,1148,
35,8148795,0.3750,0.0095,1125,
36,8179499,0.3563,0.0098,1069,
37,781912,0.3537,0.0104,1061,
38,774135,0.3127,0.0099,938,
39,781613,0.3113,0.0096,934,
40,8088206,0.2573,0.0115,772,
41,777240,0.2120,0.0118,636,
42,776840,0.1823,0.0122,547,
