Rank,CAD,Score (lower is better),Eigenvalues,Status
1,8122655,0.4253,"0.0045, 0.0032, 0.0002",
2,791705,0.4253,"0.0046, 0.0029, 0.0003",⬅️
3,781613,0.4619,"0.0043, 0.0023, 0.0004",
4,8178944,0.4758,"0.0043, 0.0024, 0.0004",
5,8103576,0.4820,"0.0046, 0.0029, 0.0002",
6,788771,0.5275,"0.0052, 0.0032, 0.0005",
7,781923,0.6900,"0.0044, 0.0026, 0.0006",
8,8103578,0.7278,"0.0055, 0.0028, 0.0006",
9,793426,0.7308,"0.0055, 0.0028, 0.0006",
10,8139718,0.7511,"0.0033, 0.0023, 0.0002",
11,794515,0.7692,"0.0042, 0.0010, 0.0003",
12,8122643,0.7702,"0.0047, 0.0045, 0.0001",
13,765201,0.7798,"0.0049, 0.0033, 0.0001",
14,779699,0.7836,"0.0034, 0.0014, 0.0002",
15,779861,0.8147,"0.0053, 0.0044, 0.0001",
16,8171486,0.8651,"0.0017, 0.0016, 0.0004",
17,777553,0.8722,"0.0059, 0.0059, 0.0006",
18,777217,0.8750,"0.0045, 0.0008, 0.0005",
19,8093514,0.8850,"0.0072, 0.0024, 0.0005",
20,8181152,0.9242,"0.0079, 0.0024, 0.0004",
21,8144696,0.9265,"0.0037, 0.0005, 0.0003",
22,777043,0.9313,"0.0067, 0.0012, 0.0003",
23,781916,0.9383,"0.0062, 0.0030, 0.0006",
24,777239,0.9563,"0.0024, 0.0009, 0.0005",
25,781912,0.9794,"0.0044, 0.0029, 0.0007",
26,781282,1.0285,"0.0041, 0.0008, 0.0001",
27,8174397,1.0391,"0.0028, 0.0017, 0.0006",
28,777240,1.0480,"0.0032, 0.0024, 0.0007",
29,781917,1.0635,"0.0062, 0.0031, 0.0007",
30,784111,1.0708,"0.0086, 0.0025, 0.0003",
31,774135,1.0734,"0.0066, 0.0007, 0.0005",
32,792350,1.0914,"0.0011, 0.0008, 0.0003",
33,777551,1.1027,"0.0088, 0.0037, 0.0005",
34,8088206,1.1072,"0.0085, 0.0021, 0.0003",
35,778897,1.1096,"0.0050, 0.0002, 0.0002",
36,792358,1.1108,"0.0018, 0.0011, 0.0006",
37,778915,1.1111,"0.0014, 0.0009, 0.0005",
38,778906,1.1149,"0.0016, 0.0006, 0.0003",
