Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,772732,0.9273,0.0091,2782,
2,772741,0.9230,0.0094,2769,
3,8179611,0.9170,0.0106,2751,
4,772745,0.9077,0.0092,2723,
5,8176966,0.8997,0.0102,2699,
6,793978,0.8883,0.0104,2665,
7,8179609,0.8867,0.0096,2660,
8,8176978,0.8810,0.0115,2643,
9,8179629,0.8793,0.0112,2638,
10,777942,0.8770,0.0104,2631,
11,772809,0.8617,0.0085,2585,
12,785149,0.8567,0.0111,2570,
13,772734,0.8377,0.0104,2513,
14,793975,0.8297,0.0120,2489,
15,780254,0.8267,0.0124,2480,
16,788923,0.7980,0.0109,2394,
17,8179631,0.7907,0.0122,2372,
18,772749,0.7843,0.0122,2353,
19,785150,0.7837,0.0111,2351,
20,793997,0.7720,0.0126,2316,
21,785682,0.6660,0.0129,1998,
22,774596,0.6590,0.0094,1977,
23,780300,0.6413,0.0089,1924,
24,780299,0.6340,0.0088,1902,
25,8181146,0.6273,0.0078,1882,
26,785185,0.6143,0.0134,1843,⬅️
27,793998,0.5920,0.0112,1776,
28,8172410,0.5837,0.0104,1751,
29,772810,0.5743,0.0116,1723,
30,772805,0.5713,0.0077,1714,
31,793999,0.5713,0.0111,1714,
32,772804,0.5630,0.0079,1689,
33,794863,0.5523,0.0107,1657,
34,788920,0.5383,0.0118,1615,
35,794864,0.5177,0.0133,1553,
36,788794,0.5120,0.0104,1536,
37,8172414,0.5050,0.0077,1515,
38,788695,0.4897,0.0076,1469,
39,785997,0.4853,0.0115,1456,
40,788909,0.4667,0.0087,1400,
41,772801,0.4307,0.0124,1292,
42,784907,0.4000,0.0098,1200,
43,8093316,0.3913,0.0094,1174,
44,771612,0.3840,0.0127,1152,
45,794870,0.3810,0.0101,1143,
46,8092992,0.3737,0.0092,1121,
47,781070,0.3477,0.0116,1043,
48,8087967,0.3467,0.0113,1040,
49,772742,0.3200,0.0123,960,
50,775999,0.3053,0.0110,916,
51,780283,0.2947,0.0108,884,
52,771731,0.2760,0.0091,828,
53,781071,0.2720,0.0121,816,
54,771615,0.2503,0.0135,751,
55,794871,0.2440,0.0118,732,
56,787913,0.2367,0.0094,710,
57,785159,0.2300,0.0096,690,
58,785169,0.2227,0.0114,668,
59,8091304,0.2143,0.0105,643,
60,8172406,0.2107,0.0116,632,
61,8088959,0.2083,0.0105,625,
62,781899,0.2003,0.0115,601,
63,777155,0.1987,0.0125,596,
64,772144,0.1863,0.0124,559,
65,783619,0.1833,0.0107,550,
66,794008,0.1563,0.0122,469,
67,778082,0.1563,0.0103,469,
68,784856,0.1523,0.0119,457,
69,779815,0.1370,0.0101,411,
70,785173,0.1357,0.0126,407,
71,787914,0.1260,0.0115,378,
72,781831,0.1093,0.0130,328,
73,788786,0.1090,0.0126,327,
74,788916,0.1060,0.0128,318,
75,780827,0.1040,0.0117,312,
76,8141860,0.1027,0.0110,308,
77,772726,0.0930,0.0108,279,
78,8096342,0.0853,0.0124,256,
79,788905,0.0817,0.0114,245,
80,776560,0.0770,0.0121,231,
81,8092901,0.0673,0.0150,202,
82,8172412,0.0650,0.0114,195,
83,779434,0.0650,0.0123,195,
84,8112097,0.0620,0.0124,186,
85,8186079,0.0607,0.0119,182,
86,772725,0.0600,0.0107,180,
87,772764,0.0563,0.0115,169,
88,772763,0.0520,0.0111,156,
89,778091,0.0460,0.0130,138,
