Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,785887,0.9997,0.0094,2999,✅
2,8178944,0.8147,0.0055,2444,
3,781613,0.8077,0.0047,2423,
4,793426,0.7853,0.0057,2356,
5,794262,0.7727,0.0075,2318,
6,784111,0.7563,0.0047,2269,
7,8103578,0.7290,0.0100,2187,
8,8089434,0.6847,0.0111,2054,
9,8093514,0.6763,0.0100,2029,
10,777240,0.6747,0.0086,2024,
11,8181152,0.6710,0.0107,2013,
12,774135,0.6620,0.0072,1986,
13,793796,0.6563,0.0114,1969,
14,789366,0.6533,0.0111,1960,
15,777043,0.6507,0.0104,1952,
16,8148795,0.6090,0.0101,1827,
17,788771,0.6073,0.0091,1822,
18,781917,0.5810,0.0111,1743,
19,776840,0.5670,0.0107,1701,
20,779699,0.5523,0.0112,1657,
21,8174397,0.5417,0.0076,1625,
22,781912,0.5203,0.0118,1561,
23,781915,0.5117,0.0111,1535,
24,8188922,0.4940,0.0105,1482,
25,8088206,0.4787,0.0099,1436,
26,8139855,0.4747,0.0110,1424,
27,781916,0.4740,0.0118,1422,
28,781923,0.4680,0.0119,1404,
29,781914,0.3993,0.0117,1198,
30,794515,0.3463,0.0110,1039,
31,777217,0.3413,0.0112,1024,
