Rank,CAD,Score (lower is better),Eigenvalues,Status
1,772804,0.3544,"0.0477, 0.0090, 0.0000",✅
2,772805,0.4041,"0.0473, 0.0097, 0.0000",
3,788794,0.4277,"0.0598, 0.0097, 0.0001",
4,777948,0.4539,"0.0640, 0.0096, 0.0001",
5,777945,0.5012,"0.0632, 0.0099, 0.0001",
6,778082,0.5337,"0.0572, 0.0049, 0.0001",
7,772763,0.5481,"0.0350, 0.0085, 0.0001",
8,772764,0.5509,"0.0349, 0.0085, 0.0001",
9,8093316,0.6092,"0.0399, 0.0068, 0.0000",
10,8096342,0.6337,"0.0371, 0.0056, 0.0004",
11,8158965,0.6653,"0.0668, 0.0047, 0.0002",
12,780283,0.6809,"0.0502, 0.0169, 0.0001",
13,774596,0.7315,"0.0429, 0.0140, 0.0000",
14,8172414,0.7405,"0.0352, 0.0116, 0.0000",
15,8172412,0.7466,"0.0351, 0.0117, 0.0000",
16,8181146,0.7571,"0.0423, 0.0143, 0.0000",
17,772725,0.7808,"0.0547, 0.0002, 0.0000",
18,772726,0.7850,"0.0549, 0.0002, 0.0000",
19,8091304,0.8578,"0.0407, 0.0022, 0.0000",
20,788695,0.8671,"0.0284, 0.0116, 0.0000",
21,788905,0.8946,"0.0392, 0.0013, 0.0001",
22,778091,0.9360,"0.0393, 0.0006, 0.0001",
23,8100975,0.9662,"0.0197, 0.0055, 0.0001",
24,8100969,0.9901,"0.0191, 0.0055, 0.0001",
25,8087967,1.0004,"0.0384, 0.0134, 0.0008",
26,786001,1.0375,"0.0132, 0.0107, 0.0001",
27,8105335,1.0386,"0.0139, 0.0050, 0.0002",
28,782185,1.0441,"0.0139, 0.0038, 0.0003",
29,783619,1.0461,"0.0584, 0.0055, 0.0011",
30,782016,1.0497,"0.0963, 0.0081, 0.0001",
31,784907,1.0569,"0.0400, 0.0096, 0.0012",
32,8092284,1.0710,"0.0096, 0.0074, 0.0005",
33,8112097,1.0963,"0.0305, 0.0125, 0.0008",
34,778429,1.0976,"0.0315, 0.0002, 0.0001",
35,763638,1.1035,"0.0305, 0.0005, 0.0001",
36,793793,1.1116,"0.0109, 0.0091, 0.0006",
37,776548,1.1129,"0.0744, 0.0001, 0.0001",
38,792803,1.1274,"0.0104, 0.0083, 0.0006",
39,780706,1.1346,"0.0104, 0.0083, 0.0006",
40,765199,1.1738,"0.0129, 0.0048, 0.0001",
41,788909,1.1841,"0.0433, 0.0222, 0.0000",
42,777135,1.1981,"0.0092, 0.0084, 0.0007",
43,793548,1.2140,"0.0251, 0.0065, 0.0009",
44,779434,1.2216,"0.0318, 0.0131, 0.0009",
45,784111,1.2290,"0.0086, 0.0025, 0.0003",
46,8101572,1.2317,"0.0249, 0.0003, 0.0000",
47,793646,1.2417,"0.0138, 0.0031, 0.0001",
48,771736,1.2419,"0.0149, 0.0143, 0.0001",
49,8174395,1.2447,"0.0148, 0.0042, 0.0000",
50,765202,1.2503,"0.0087, 0.0048, 0.0001",
51,8088206,1.2542,"0.0085, 0.0021, 0.0003",
52,782438,1.2792,"0.0231, 0.0008, 0.0006",
53,791705,1.2902,"0.0046, 0.0029, 0.0003",
54,8122655,1.2961,"0.0045, 0.0032, 0.0002",
55,777141,1.3032,"0.0102, 0.0036, 0.0005",
56,8094080,1.3075,"0.0170, 0.0109, 0.0009",
57,785997,1.3108,"0.0273, 0.0225, 0.0002",
58,8103576,1.3153,"0.0046, 0.0029, 0.0002",
59,793998,1.3248,"0.0590, 0.0226, 0.0007",
60,8100966,1.3248,"0.0178, 0.0004, 0.0001",
61,777043,1.3290,"0.0067, 0.0012, 0.0003",
62,8166038,1.3308,"0.0099, 0.0041, 0.0005",
63,8091936,1.3401,"0.0141, 0.0060, 0.0008",
64,777551,1.3446,"0.0088, 0.0037, 0.0005",
65,8122643,1.3559,"0.0047, 0.0045, 0.0001",
66,779861,1.3560,"0.0053, 0.0044, 0.0001",
67,8181152,1.3574,"0.0079, 0.0024, 0.0004",
68,777553,1.3695,"0.0059, 0.0059, 0.0006",
69,781613,1.3911,"0.0043, 0.0023, 0.0004",
70,778448,1.3982,"0.0219, 0.0029, 0.0008",
71,775316,1.4061,"0.0098, 0.0029, 0.0000",
72,788923,1.4097,"0.0393, 0.0259, 0.0001",
73,765201,1.4114,"0.0049, 0.0033, 0.0001",
74,763640,1.4141,"0.0957, 0.0014, 0.0001",
75,793787,1.4153,"0.0174, 0.0003, 0.0000",
76,794515,1.4179,"0.0042, 0.0010, 0.0003",
77,779699,1.4184,"0.0034, 0.0014, 0.0002",
78,780287,1.4197,"0.1048, 0.0122, 0.0001",
79,8178944,1.4253,"0.0043, 0.0024, 0.0004",
80,8144696,1.4274,"0.0037, 0.0005, 0.0003",
81,780299,1.4301,"0.0566, 0.0268, 0.0006",
82,8139718,1.4329,"0.0033, 0.0023, 0.0002",
83,8093514,1.4424,"0.0072, 0.0024, 0.0005",
84,780300,1.4458,"0.0569, 0.0270, 0.0006",
85,788771,1.4469,"0.0052, 0.0032, 0.0005",
86,8179627,1.4502,"0.0083, 0.0023, 0.0000",
87,775310,1.4634,"0.0141, 0.0124, 0.0009",
88,8171486,1.4642,"0.0017, 0.0016, 0.0004",
89,778920,1.4675,"0.0014, 0.0006, 0.0003",
90,794273,1.4702,"0.0078, 0.0061, 0.0008",
91,772797,1.4820,"0.0141, 0.0001, 0.0000",
92,772796,1.4822,"0.0141, 0.0001, 0.0000",
93,778906,1.4884,"0.0016, 0.0006, 0.0003",
94,8181356,1.4952,"0.0140, 0.0000, 0.0000",
95,775510,1.4964,"0.0139, 0.0000, 0.0000",
96,792350,1.5077,"0.0011, 0.0008, 0.0003",
97,8179499,1.5100,"0.0077, 0.0063, 0.0008",
98,8103578,1.5114,"0.0055, 0.0028, 0.0006",
99,793426,1.5129,"0.0055, 0.0028, 0.0006",
100,778897,1.5232,"0.0050, 0.0002, 0.0002",
101,792440,1.5236,"0.0172, 0.0077, 0.0012",
102,772810,1.5268,"0.0545, 0.0306, 0.0000",
103,781282,1.5294,"0.0041, 0.0008, 0.0001",
104,792441,1.5314,"0.0169, 0.0080, 0.0012",
105,8093118,1.5373,"0.0006, 0.0004, 0.0003",
106,781923,1.5394,"0.0044, 0.0026, 0.0006",
107,778504,1.5460,"0.0123, 0.0091, 0.0011",
108,781899,1.5530,"0.0229, 0.0219, 0.0000",
109,781916,1.5546,"0.0062, 0.0030, 0.0006",
110,8186079,1.5639,"0.0453, 0.0298, 0.0000",
111,774135,1.5645,"0.0066, 0.0007, 0.0005",
112,777217,1.5658,"0.0045, 0.0008, 0.0005",
113,775318,1.5757,"0.0011, 0.0005, 0.0004",
114,777991,1.5780,"0.0041, 0.0020, 0.0000",
115,778899,1.5799,"0.0026, 0.0003, 0.0001",
116,777133,1.5823,"0.0025, 0.0025, 0.0000",
117,772840,1.5823,"0.0089, 0.0001, 0.0000",
118,8179617,1.5835,"0.1107, 0.0025, 0.0002",
119,778844,1.5837,"0.0024, 0.0024, 0.0000",
120,772841,1.5840,"0.0088, 0.0001, 0.0000",
121,777239,1.5859,"0.0024, 0.0009, 0.0005",
122,781917,1.5932,"0.0062, 0.0031, 0.0007",
123,8117985,1.5945,"0.0033, 0.0013, 0.0000",
124,8063088,1.5947,"0.0073, 0.0004, 0.0000",
125,793791,1.6017,"0.0078, 0.0003, 0.0000",
126,772809,1.6098,"0.0537, 0.0326, 0.0000",
127,792783,1.6099,"0.0006, 0.0006, 0.0001",
128,780255,1.6210,"0.0989, 0.0003, 0.0000",
129,8098446,1.6282,"0.0014, 0.0004, 0.0001",
130,778915,1.6314,"0.0014, 0.0009, 0.0005",
131,781912,1.6364,"0.0044, 0.0029, 0.0007",
132,8188926,1.6380,"0.0011, 0.0008, 0.0005",
133,788920,1.6470,"0.0655, 0.0302, 0.0001",
134,8063089,1.6516,"0.0038, 0.0005, 0.0000",
135,8095941,1.6550,"0.0013, 0.0002, 0.0001",
136,793405,1.6692,"0.0005, 0.0003, 0.0001",
137,792358,1.6755,"0.0018, 0.0011, 0.0006",
138,791713,1.6832,"0.0035, 0.0003, 0.0000",
139,777240,1.6843,"0.0032, 0.0024, 0.0007",
140,8174397,1.6847,"0.0028, 0.0017, 0.0006",
141,792510,1.6899,"0.0024, 0.0005, 0.0000",
142,777087,1.6914,"0.0012, 0.0010, 0.0000",
143,772801,1.6982,"0.0522, 0.0347, 0.0000",
144,798512,1.6982,"0.0029, 0.0002, 0.0000",
145,777253,1.6989,"0.0013, 0.0008, 0.0000",
146,767340,1.7044,"0.0024, 0.0003, 0.0000",
147,776840,1.7140,"0.0044, 0.0024, 0.0008",
148,793789,1.7140,"0.0020, 0.0003, 0.0000",
149,763620,1.7147,"0.0024, 0.0001, 0.0000",
150,763621,1.7150,"0.0024, 0.0001, 0.0000",
151,781914,1.7157,"0.0022, 0.0013, 0.0006",
152,794679,1.7157,"0.0024, 0.0001, 0.0000",
153,8121694,1.7160,"0.0015, 0.0001, 0.0000",
154,8121692,1.7160,"0.0015, 0.0001, 0.0000",
155,793768,1.7175,"0.0007, 0.0003, 0.0000",
156,8150394,1.7207,"0.0008, 0.0006, 0.0000",
157,794601,1.7236,"0.0018, 0.0001, 0.0000",
158,798351,1.7277,"0.0019, 0.0000, 0.0000",
159,784049,1.7290,"0.0010, 0.0004, 0.0000",
160,776935,1.7290,"0.0015, 0.0003, 0.0000",
161,767940,1.7309,"0.0005, 0.0005, 0.0000",
162,8141343,1.7310,"0.0004, 0.0001, 0.0000",
163,8092190,1.7353,"0.0006, 0.0005, 0.0000",
164,779608,1.7378,"0.0005, 0.0005, 0.0000",
165,779533,1.7432,"0.0180, 0.0150, 0.0011",
166,8126327,1.7472,"0.0054, 0.0041, 0.0009",
167,8092171,1.7477,"0.0006, 0.0002, 0.0000",
168,763660,1.7509,"0.0005, 0.0001, 0.0000",
169,793689,1.7523,"0.0004, 0.0001, 0.0000",
170,8148795,1.7527,"0.0033, 0.0028, 0.0008",
171,794159,1.7562,"0.0004, 0.0000, 0.0000",
172,792795,1.7568,"0.0001, 0.0001, 0.0000",
173,8155627,1.7671,"0.0155, 0.0100, 0.0014",
174,779530,1.7723,"0.0181, 0.0152, 0.0011",
175,771731,1.7729,"0.0355, 0.0321, 0.0001",
176,8089434,1.7761,"0.0077, 0.0021, 0.0009",
177,8126325,1.7842,"0.0038, 0.0038, 0.0009",
178,772742,1.7864,"0.0347, 0.0312, 0.0001",
179,8126238,1.7895,"0.0038, 0.0038, 0.0009",
180,8139855,1.8184,"0.0027, 0.0022, 0.0008",
181,772741,1.8314,"0.0707, 0.0313, 0.0001",
182,781915,1.8360,"0.0050, 0.0028, 0.0009",
183,783595,1.8395,"0.0137, 0.0064, 0.0014",
184,776560,1.8416,"0.0326, 0.0317, 0.0001",
185,793832,1.8507,"0.0133, 0.0039, 0.0012",
186,772749,1.8542,"0.0711, 0.0316, 0.0001",
187,780827,1.9459,"0.0371, 0.0232, 0.0012",
188,772745,1.9526,"0.0762, 0.0315, 0.0001",
189,781926,1.9966,"0.0210, 0.0084, 0.0018",
190,793796,1.9994,"0.0062, 0.0036, 0.0012",
191,8111161,2.0244,"0.0073, 0.0055, 0.0014",
192,794871,2.0283,"0.0404, 0.0123, 0.0021",
193,8166043,2.0401,"0.0062, 0.0044, 0.0013",
194,8139623,2.0908,"0.0175, 0.0058, 0.0017",
195,798480,2.1503,"0.0265, 0.0061, 0.0020",
196,787914,2.1534,"0.0383, 0.0085, 0.0024",
197,798475,2.1618,"0.0261, 0.0061, 0.0020",
198,781744,2.1620,"0.1001, 0.0060, 0.0015",
199,8188922,2.1736,"0.0024, 0.0014, 0.0012",
200,785887,2.2302,"0.0059, 0.0030, 0.0014",
201,781921,2.2538,"0.0190, 0.0038, 0.0018",
202,8141860,2.3134,"0.0324, 0.0088, 0.0025",
203,794262,2.3752,"0.0055, 0.0017, 0.0015",
204,780273,2.4092,"0.0086, 0.0058, 0.0019",
205,8179611,2.4489,"0.0582, 0.0498, 0.0003",
206,8172406,2.4514,"0.0359, 0.0144, 0.0024",
207,774937,2.4624,"0.0119, 0.0071, 0.0021",
208,783617,2.4939,"0.0109, 0.0048, 0.0019",
209,794870,2.4944,"0.0363, 0.0143, 0.0024",
210,779815,2.5104,"0.0289, 0.0118, 0.0024",
211,793997,2.5257,"0.0611, 0.0377, 0.0011",
212,788916,2.5288,"0.0647, 0.0448, 0.0000",
213,772769,2.6062,"0.0816, 0.0423, 0.0001",
214,777942,2.6563,"0.0642, 0.0500, 0.0002",
215,793975,2.6601,"0.0539, 0.0529, 0.0001",
216,8176966,2.6625,"0.0564, 0.0528, 0.0004",
217,772732,2.6807,"0.0720, 0.0452, 0.0000",
218,772734,2.7007,"0.0717, 0.0457, 0.0000",
219,793978,2.7014,"0.0543, 0.0535, 0.0001",
220,780254,2.7446,"0.0606, 0.0515, 0.0001",
