Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,772733,0.9927,0.0096,2978,
2,770066,0.9600,0.0101,2880,
3,772734,0.9590,0.0089,2877,
4,772732,0.9570,0.0093,2871,
5,788916,0.9533,0.0091,2860,⬅️
6,780254,0.9300,0.0100,2790,
7,8179611,0.9293,0.0102,2788,
8,792429,0.9263,0.0107,2779,
9,793975,0.8853,0.0101,2656,
10,772769,0.8787,0.0121,2636,
11,793978,0.8627,0.0100,2588,
12,777942,0.8167,0.0120,2450,
13,772745,0.8110,0.0096,2433,
14,8091607,0.7997,0.0098,2399,
15,772749,0.7913,0.0098,2374,
16,772741,0.7903,0.0099,2371,
17,788920,0.7873,0.0102,2362,
18,772801,0.7790,0.0088,2337,
19,772809,0.7643,0.0107,2293,
20,772810,0.7383,0.0084,2215,
21,8176966,0.6720,0.0130,2016,
22,788923,0.6203,0.0098,1861,
23,772742,0.5510,0.0098,1653,
24,776560,0.5340,0.0086,1602,
25,793981,0.4543,0.0111,1363,
26,777948,0.4363,0.0088,1309,
27,8158965,0.3523,0.0093,1057,
28,780283,0.2833,0.0084,850,
29,771731,0.2093,0.0088,628,
30,792937,0.1873,0.0123,562,
31,785997,0.1490,0.0121,447,
32,775999,0.0880,0.0119,264,
33,793982,0.0787,0.0118,236,
