Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8172406,0.9547,0.0099,2864,
2,794870,0.9433,0.0091,2830,
3,794871,0.9333,0.0091,2800,
4,772144,0.9017,0.0108,2705,
5,794008,0.8923,0.0104,2677,⬅️
6,785169,0.8920,0.0083,2676,
7,785173,0.8533,0.0115,2560,
8,779815,0.7973,0.0086,2392,
9,8092992,0.7777,0.0090,2333,
10,772132,0.7683,0.0081,2305,
11,8125655,0.7267,0.0093,2180,
12,8149518,0.7257,0.0093,2177,
13,8126425,0.7253,0.0090,2176,
14,783596,0.7187,0.0089,2156,
15,785997,0.7160,0.0082,2148,
16,8143504,0.7130,0.0092,2139,
17,8087967,0.6940,0.0093,2082,
18,779434,0.6890,0.0107,2067,
19,788698,0.6813,0.0104,2044,
20,781926,0.6803,0.0092,2041,
21,775262,0.6790,0.0096,2037,
22,792441,0.6763,0.0081,2029,
23,792440,0.6717,0.0071,2015,
24,784907,0.6640,0.0080,1992,
25,779533,0.6523,0.0093,1957,
26,8172412,0.6517,0.0067,1955,
27,774596,0.6280,0.0069,1884,
28,8141860,0.6273,0.0077,1882,
29,792161,0.6110,0.0103,1833,
30,8181146,0.6097,0.0099,1829,
31,772763,0.6020,0.0083,1806,
32,779530,0.5947,0.0095,1784,
33,772764,0.5893,0.0092,1768,
34,798475,0.5677,0.0092,1703,
35,783595,0.5267,0.0088,1580,
36,787913,0.5227,0.0110,1568,
37,798480,0.5157,0.0110,1547,
38,793548,0.4983,0.0092,1495,
39,8093316,0.4957,0.0069,1487,
40,8155627,0.4867,0.0086,1460,
41,8094080,0.4660,0.0112,1398,
42,793793,0.4607,0.0084,1382,
43,781921,0.4540,0.0096,1362,
44,8100969,0.4483,0.0100,1345,
45,771736,0.4467,0.0091,1340,
46,778448,0.4427,0.0080,1328,
47,8112097,0.4410,0.0094,1323,
48,786001,0.4397,0.0098,1319,
49,781899,0.4383,0.0073,1315,
50,775310,0.4353,0.0107,1306,
51,8139623,0.4147,0.0099,1244,
52,787914,0.4067,0.0102,1220,
53,8096342,0.3920,0.0099,1176,
54,774937,0.3890,0.0103,1167,
55,8100975,0.3793,0.0114,1138,
56,8091936,0.3463,0.0113,1039,
57,774935,0.3390,0.0113,1017,
58,780827,0.3200,0.0101,960,
59,778504,0.3080,0.0112,924,
60,782438,0.2623,0.0110,787,
61,783617,0.1963,0.0113,589,
62,788695,0.1537,0.0118,461,
63,763638,0.1487,0.0101,446,
64,778429,0.1283,0.0114,385,
65,8172414,0.1107,0.0093,332,
66,8101572,0.0917,0.0117,275,
