Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,777553,0.9997,0.0078,2999,✅
2,8179499,0.9970,0.0080,2991,
3,777551,0.8840,0.0089,2652,
4,781613,0.8770,0.0089,2631,
5,8178944,0.8760,0.0085,2628,
6,8122643,0.8207,0.0103,2462,
7,8122655,0.8127,0.0097,2438,
8,8166038,0.8033,0.0107,2410,
9,794273,0.7817,0.0102,2345,
10,8139718,0.7703,0.0082,2311,
11,8103576,0.7643,0.0090,2293,
12,784111,0.7340,0.0067,2202,
13,781917,0.7247,0.0103,2174,
14,765201,0.7240,0.0108,2172,
15,793426,0.7047,0.0102,2114,
16,781916,0.6677,0.0109,2003,
17,8126327,0.6260,0.0118,1878,
18,781923,0.6243,0.0102,1873,
19,8103578,0.6223,0.0109,1867,
20,791705,0.6220,0.0081,1866,
21,8181152,0.6070,0.0113,1821,
22,781912,0.5740,0.0110,1722,
23,8093514,0.5683,0.0104,1705,
24,8174397,0.5520,0.0110,1656,
25,794515,0.5227,0.0093,1568,
26,779861,0.5057,0.0117,1517,
27,8088206,0.4860,0.0100,1458,
28,779699,0.4733,0.0108,1420,
29,774135,0.4717,0.0102,1415,
30,8148795,0.4660,0.0110,1398,
31,777043,0.4623,0.0111,1387,
32,777240,0.3900,0.0109,1170,
33,777217,0.3843,0.0117,1153,
34,8171486,0.3577,0.0117,1073,
35,776840,0.3553,0.0115,1066,
36,788771,0.3047,0.0111,914,
37,777239,0.2897,0.0107,869,
