Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,777551,1.0000,0.0044,3000,✅
2,777553,0.9223,0.0075,2767,
3,8122643,0.8753,0.0083,2626,
4,8181152,0.8370,0.0081,2511,
5,765202,0.8300,0.0082,2490,
6,784111,0.8240,0.0079,2472,
7,765201,0.7980,0.0098,2394,
8,8179627,0.7520,0.0058,2256,
9,8122655,0.7510,0.0075,2253,
10,8139718,0.7230,0.0080,2169,
11,781916,0.7180,0.0104,2154,
12,779861,0.7157,0.0084,2147,
13,781613,0.6823,0.0089,2047,
14,8178944,0.6823,0.0094,2047,
15,8126327,0.6707,0.0115,2012,
16,8103576,0.6463,0.0100,1939,
17,781912,0.6233,0.0094,1870,
18,793426,0.6063,0.0097,1819,
19,781923,0.5513,0.0113,1654,
20,791705,0.5323,0.0131,1597,
21,779699,0.5087,0.0087,1526,
22,8093514,0.5083,0.0107,1525,
23,8103578,0.5003,0.0111,1501,
24,777043,0.4963,0.0094,1489,
25,781917,0.4757,0.0110,1427,
26,794515,0.4557,0.0099,1367,
27,788771,0.4347,0.0098,1304,
28,8144696,0.4347,0.0085,1304,
29,781282,0.4307,0.0099,1292,
30,8063088,0.3990,0.0105,1197,
31,8088206,0.3893,0.0116,1168,
32,774135,0.3880,0.0109,1164,
33,778897,0.2707,0.0113,812,
34,777217,0.2637,0.0118,791,
35,777991,0.2553,0.0117,766,
