Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,793978,0.9587,0.0102,2876,✅
2,8176978,0.9140,0.0116,2742,
3,793975,0.8773,0.0117,2632,
4,8176966,0.8770,0.0118,2631,
5,780254,0.8760,0.0129,2628,
6,8179611,0.8477,0.0143,2543,
7,772769,0.8007,0.0120,2402,
8,792429,0.7503,0.0122,2251,
9,772749,0.7353,0.0124,2206,
10,772734,0.7340,0.0128,2202,
11,788916,0.7317,0.0123,2195,
12,772732,0.7167,0.0125,2150,
13,772801,0.6960,0.0120,2088,
14,772741,0.6850,0.0116,2055,
15,772809,0.6837,0.0127,2051,
16,777942,0.6730,0.0123,2019,
17,772745,0.6687,0.0120,2006,
18,772810,0.5597,0.0118,1679,
19,788923,0.5297,0.0111,1589,
20,772742,0.5143,0.0103,1543,
21,788920,0.4773,0.0101,1432,
22,776560,0.4293,0.0118,1288,
23,785997,0.4143,0.0099,1243,
24,793982,0.4040,0.0118,1212,
25,793981,0.2950,0.0121,885,
26,780283,0.2730,0.0106,819,
27,771731,0.2363,0.0108,709,
28,792937,0.1500,0.0098,450,
29,775999,0.1297,0.0104,389,
