Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,781613,0.9823,0.0053,2947,
2,8117985,0.9700,0.0099,2910,
3,8174397,0.8427,0.0093,2528,⬅️
4,794515,0.7983,0.0089,2395,
5,781282,0.7500,0.0109,2250,
6,8144696,0.7403,0.0081,2221,
7,779699,0.6980,0.0114,2094,
8,8178944,0.6187,0.0092,1856,
9,8171486,0.5800,0.0113,1740,
10,792358,0.5553,0.0115,1666,
11,778920,0.5440,0.0098,1632,
12,778915,0.5007,0.0117,1502,
13,777217,0.5003,0.0113,1501,
14,8139718,0.5000,0.0113,1500,
15,778906,0.4993,0.0107,1498,
16,777239,0.4443,0.0115,1333,
17,775318,0.4290,0.0112,1287,
18,8188926,0.3870,0.0112,1161,
19,781914,0.2610,0.0110,783,
20,792350,0.0000,0.0000,0,
