Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,780288,0.9153,0.0109,2746,✅
2,780252,0.9127,0.0118,2738,
3,780296,0.9047,0.0119,2714,
4,791817,0.9047,0.0114,2714,
5,780295,0.9003,0.0113,2701,
6,791816,0.8650,0.0114,2595,
7,776556,0.8290,0.0115,2487,
8,8179614,0.8103,0.0116,2431,
9,770066,0.8083,0.0119,2425,
10,8179592,0.8000,0.0108,2400,
11,8179589,0.7227,0.0127,2168,
12,792429,0.6813,0.0109,2044,
13,788916,0.6750,0.0101,2025,
14,772732,0.6730,0.0108,2019,
15,780254,0.6617,0.0115,1985,
16,8091607,0.6537,0.0115,1961,
17,8179611,0.6517,0.0118,1955,
18,772734,0.6517,0.0120,1955,
19,777942,0.6470,0.0117,1941,
20,793978,0.6217,0.0108,1865,
21,793975,0.6170,0.0108,1851,
22,772741,0.6060,0.0106,1818,
23,8176978,0.5900,0.0114,1770,
24,772769,0.5780,0.0110,1734,
25,772745,0.5567,0.0109,1670,
26,772749,0.5480,0.0120,1644,
27,8176966,0.5440,0.0128,1632,
28,780287,0.4573,0.0094,1372,
29,793997,0.4547,0.0110,1364,
30,788920,0.4400,0.0115,1320,
31,779545,0.4250,0.0123,1275,
32,772801,0.3980,0.0124,1194,
33,793982,0.3393,0.0116,1018,
34,793998,0.3310,0.0115,993,
35,772733,0.3273,0.0133,982,
36,772809,0.3260,0.0123,978,
37,772810,0.3260,0.0115,978,
38,793981,0.3110,0.0119,933,
39,782016,0.2393,0.0092,718,
40,8179617,0.2317,0.0086,695,
41,8091602,0.2077,0.0118,623,
42,8095212,0.1953,0.0103,586,
43,780299,0.1530,0.0119,459,
44,763640,0.1457,0.0113,437,
45,792937,0.1277,0.0115,383,
46,780255,0.1157,0.0120,347,
47,780300,0.0917,0.0130,275,
48,775999,0.0600,0.0115,180,
