Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8122643,1.0000,0.0037,3000,✅
2,765201,0.9623,0.0061,2887,
3,8122655,0.8853,0.0075,2656,
4,779861,0.8553,0.0085,2566,
5,765202,0.8500,0.0090,2550,
6,8103576,0.7913,0.0077,2374,
7,791705,0.7780,0.0055,2334,
8,788771,0.7163,0.0098,2149,
9,777133,0.7013,0.0093,2104,
10,8178944,0.6807,0.0083,2042,
11,8139718,0.6683,0.0112,2005,
12,781613,0.6263,0.0114,1879,
13,779699,0.5643,0.0106,1693,
14,794515,0.5597,0.0105,1679,
15,8117985,0.5560,0.0113,1668,
16,777043,0.5330,0.0088,1599,
17,781282,0.4090,0.0092,1227,
18,8063089,0.3960,0.0089,1188,
19,778899,0.3687,0.0104,1106,
20,778897,0.2623,0.0111,787,
21,777991,0.2497,0.0096,749,
