Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8125655,0.9967,0.0103,2990,✅
2,8149518,0.9940,0.0100,2982,
3,8143504,0.9933,0.0100,2980,
4,8126425,0.9933,0.0098,2980,
5,783596,0.9740,0.0106,2922,
6,794008,0.8010,0.0124,2403,
7,781926,0.6617,0.0125,1985,
8,8172406,0.6257,0.0113,1877,
9,785169,0.5947,0.0121,1784,
10,8139623,0.5717,0.0093,1715,
11,779815,0.5560,0.0116,1668,
12,779533,0.5270,0.0090,1581,
13,8094080,0.5240,0.0111,1572,
14,779530,0.5097,0.0098,1529,
15,8111167,0.4677,0.0094,1403,
16,779434,0.4607,0.0116,1382,
17,775262,0.4540,0.0070,1362,
18,8111165,0.4510,0.0102,1353,
19,780273,0.4423,0.0094,1327,
20,794870,0.4420,0.0116,1326,
21,8091936,0.4270,0.0108,1281,
22,8112097,0.4063,0.0102,1219,
23,783617,0.3950,0.0085,1185,
24,8092992,0.3833,0.0118,1150,
25,778504,0.3753,0.0125,1126,
26,8088959,0.3750,0.0110,1125,
27,781921,0.3723,0.0112,1117,
28,794516,0.3607,0.0117,1082,
29,774937,0.3583,0.0114,1075,
30,788698,0.3570,0.0101,1071,
31,792441,0.3567,0.0105,1070,
32,792440,0.3533,0.0117,1060,
33,794871,0.3523,0.0123,1057,
34,798480,0.3430,0.0132,1029,
35,774935,0.3403,0.0101,1021,
36,775310,0.3297,0.0120,989,
37,783595,0.3247,0.0120,974,
38,8155627,0.2993,0.0109,898,
39,793793,0.2883,0.0092,865,
40,772132,0.2867,0.0099,860,
41,8141860,0.2860,0.0127,858,
42,792161,0.2763,0.0119,829,
43,768552,0.2747,0.0118,824,
44,793548,0.2640,0.0121,792,
45,787914,0.2407,0.0119,722,
46,8114863,0.2390,0.0119,717,
47,798475,0.2310,0.0117,693,
48,8092901,0.2243,0.0125,673,
