Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,763638,1.0000,0.0044,3000,✅
2,788905,1.0000,0.0053,3000,
3,778091,1.0000,0.0049,3000,
4,8091304,0.9997,0.0075,2999,
5,778429,0.9463,0.0091,2839,
6,8100966,0.8057,0.0072,2417,
7,8101572,0.7873,0.0086,2362,
8,8100975,0.7780,0.0106,2334,
9,8105335,0.7390,0.0099,2217,
10,793646,0.7227,0.0083,2168,
11,8100969,0.6890,0.0105,2067,
12,775316,0.6290,0.0088,1887,
13,8122655,0.3923,0.0102,1177,
14,784111,0.3790,0.0104,1137,
15,8103576,0.3143,0.0095,943,
16,8088206,0.2263,0.0106,679,
17,782185,0.2160,0.0112,648,
18,791705,0.1880,0.0104,564,
