Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,788771,0.9940,0.0092,2982,✅
2,8103578,0.9887,0.0079,2966,
3,781916,0.9840,0.0079,2952,
4,8179627,0.9620,0.0085,2886,
5,781613,0.9603,0.0086,2881,
6,791705,0.9600,0.0071,2880,
7,8103576,0.9587,0.0087,2876,
8,8178944,0.9527,0.0077,2858,
9,781923,0.9210,0.0073,2763,
10,8093514,0.9187,0.0074,2756,
11,784111,0.9087,0.0052,2726,
12,8122643,0.8947,0.0083,2684,
13,777991,0.8863,0.0089,2659,
14,8181152,0.8843,0.0090,2653,
15,8122655,0.8727,0.0092,2618,
16,781917,0.8467,0.0102,2540,
17,781912,0.8380,0.0102,2514,
18,765201,0.8163,0.0080,2449,
19,793426,0.8163,0.0095,2449,
20,8139718,0.8123,0.0075,2437,
21,777133,0.7643,0.0098,2293,
22,779861,0.7307,0.0118,2192,
23,777043,0.7180,0.0102,2154,
24,794515,0.7180,0.0099,2154,
25,774135,0.7080,0.0090,2124,
26,779699,0.7050,0.0088,2115,
27,778844,0.6510,0.0074,1953,
28,777240,0.5973,0.0118,1792,
29,8063088,0.5953,0.0109,1786,
30,8088206,0.5177,0.0105,1553,
31,8117985,0.5133,0.0129,1540,
32,781282,0.4953,0.0110,1486,
33,776840,0.4943,0.0105,1483,
34,777217,0.4857,0.0113,1457,
35,8171486,0.4270,0.0114,1281,
36,8144696,0.4220,0.0115,1266,
37,778897,0.3993,0.0110,1198,
38,8063089,0.3930,0.0124,1179,
