Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,791705,1.0000,0.0043,3000,
2,8103576,1.0000,0.0043,3000,⬅️
3,788771,1.0000,0.0064,3000,
4,793426,1.0000,0.0052,3000,
5,8103578,1.0000,0.0048,3000,
6,781917,0.9983,0.0075,2995,
7,8126327,0.9773,0.0085,2932,
8,781916,0.9743,0.0083,2923,
9,777553,0.9053,0.0084,2716,
10,781915,0.9027,0.0096,2708,
11,8126325,0.8850,0.0090,2655,
12,8122655,0.8833,0.0110,2650,
13,777240,0.8370,0.0144,2511,
14,8139718,0.7873,0.0110,2362,
15,781912,0.7690,0.0105,2307,
16,765201,0.7513,0.0105,2254,
17,781923,0.7417,0.0107,2225,
18,8122643,0.7310,0.0096,2193,
19,779861,0.7283,0.0107,2185,
20,8178944,0.7147,0.0091,2144,
21,8126238,0.6993,0.0113,2098,
22,778844,0.6960,0.0130,2088,
23,781613,0.6833,0.0104,2050,
24,777991,0.6373,0.0107,1912,
25,777043,0.6263,0.0066,1879,
26,8148795,0.6190,0.0103,1857,
27,779699,0.5853,0.0094,1756,
28,776840,0.5490,0.0096,1647,
29,8117985,0.5410,0.0100,1623,
30,777133,0.5327,0.0107,1598,
31,781282,0.5213,0.0096,1564,
32,791713,0.5147,0.0095,1544,
33,794515,0.4943,0.0105,1483,
34,8174397,0.4497,0.0091,1349,
35,777239,0.3880,0.0120,1164,
36,8144696,0.3677,0.0098,1103,
37,8171486,0.3563,0.0119,1069,
38,778897,0.3477,0.0083,1043,
39,777217,0.3053,0.0120,916,
40,8063089,0.1610,0.0123,483,
