Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,782016,0.9823,0.0077,2947,✅
2,8158965,0.7913,0.0081,2374,
3,781744,0.7607,0.0093,2282,
4,783619,0.6977,0.0092,2093,
5,784907,0.6233,0.0082,1870,
6,8179617,0.6070,0.0113,1821,
7,792440,0.4780,0.0093,1434,
8,793548,0.4747,0.0092,1424,
9,792441,0.4580,0.0097,1374,
10,8096342,0.3667,0.0116,1100,
11,8179499,0.3113,0.0067,934,
12,794273,0.2397,0.0099,719,
13,8091936,0.1697,0.0118,509,
14,778448,0.1530,0.0120,459,
15,777553,0.1050,0.0113,315,
