Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,777240,1.0000,0.0040,3000,✅
2,793426,0.8800,0.0100,2640,
3,8126238,0.8703,0.0086,2611,
4,8126325,0.8667,0.0099,2600,
5,8139855,0.8540,0.0095,2562,
6,794262,0.8310,0.0100,2493,
7,8178944,0.8307,0.0045,2492,
8,8103576,0.8047,0.0103,2414,
9,789366,0.7990,0.0103,2397,
10,791705,0.7950,0.0096,2385,
11,781613,0.7940,0.0066,2382,
12,781915,0.7873,0.0104,2362,
13,781923,0.7803,0.0104,2341,
14,8148795,0.7660,0.0101,2298,
15,8188922,0.7620,0.0085,2286,
16,8103578,0.7223,0.0111,2167,
17,781912,0.7167,0.0112,2150,
18,776840,0.7143,0.0104,2143,
19,8117985,0.7127,0.0105,2138,
20,8174397,0.7120,0.0060,2136,
21,778844,0.7110,0.0083,2133,
22,8122655,0.7023,0.0086,2107,
23,777133,0.6963,0.0042,2089,
24,781282,0.6850,0.0093,2055,
25,781914,0.6817,0.0107,2045,
26,777991,0.6750,0.0052,2025,
27,791713,0.6373,0.0075,1912,
28,792510,0.6353,0.0059,1906,
29,8144696,0.6083,0.0064,1825,
30,792358,0.5820,0.0108,1746,
31,8139718,0.5753,0.0111,1726,
32,779699,0.5697,0.0108,1709,
33,794515,0.5670,0.0084,1701,
34,8171486,0.5610,0.0096,1683,
35,778915,0.5480,0.0116,1644,
36,778897,0.5423,0.0092,1627,
37,777239,0.5210,0.0120,1563,
38,777217,0.5193,0.0110,1558,
39,798512,0.5133,0.0099,1540,
40,8063089,0.3887,0.0112,1166,
41,778899,0.3240,0.0094,972,
