Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,793789,1.0000,0.0015,3000,✅
2,792510,1.0000,0.0027,3000,
3,767340,1.0000,0.0033,3000,
4,776935,1.0000,0.0037,3000,
5,777253,0.9740,0.0059,2922,
6,784049,0.9680,0.0066,2904,
7,794601,0.9140,0.0094,2742,
8,794679,0.8933,0.0097,2680,
9,798512,0.8393,0.0111,2518,
10,763620,0.8243,0.0094,2473,
11,798351,0.8220,0.0101,2466,
12,763621,0.8127,0.0079,2438,
13,8121692,0.7830,0.0105,2349,
14,8121694,0.7573,0.0107,2272,
15,793768,0.6973,0.0094,2092,
