Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,779861,0.9943,0.0084,2983,✅
2,765202,0.9847,0.0088,2954,
3,8122643,0.9437,0.0093,2831,
4,765201,0.9320,0.0109,2796,
5,775316,0.9173,0.0108,2752,
6,8122655,0.8487,0.0099,2546,
7,777991,0.7430,0.0116,2229,
8,791705,0.7210,0.0105,2163,
9,8179627,0.7010,0.0098,2103,
10,8103576,0.5727,0.0114,1718,
11,777043,0.5533,0.0114,1660,
12,8139718,0.4760,0.0115,1428,
13,793791,0.4470,0.0089,1341,
14,8063088,0.3347,0.0121,1004,
15,781282,0.3347,0.0103,1004,
16,778897,0.2893,0.0116,868,
