Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,771736,0.9953,0.0053,2986,✅
2,781899,0.8507,0.0073,2552,
3,786001,0.7830,0.0075,2349,
4,8100975,0.6600,0.0082,1980,
5,8100969,0.6580,0.0078,1974,
6,765199,0.6393,0.0096,1918,
7,8174395,0.6300,0.0076,1890,
8,8105335,0.5653,0.0102,1696,
9,765202,0.3870,0.0105,1161,
10,793646,0.3357,0.0114,1007,
11,793787,0.3297,0.0106,989,
12,772797,0.3107,0.0092,932,
13,772796,0.2810,0.0111,843,
14,8181356,0.2787,0.0102,836,
15,775510,0.2350,0.0097,705,
16,775316,0.2097,0.0101,629,
17,8100966,0.2050,0.0123,615,
