Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,783854,0.8537,0.0115,2561,✅
2,8176966,0.6407,0.0118,1922,
3,8176978,0.6303,0.0117,1891,
4,793997,0.6130,0.0110,1839,
5,8179609,0.6070,0.0111,1821,
6,788916,0.6013,0.0108,1804,
7,792429,0.5963,0.0121,1789,
8,772749,0.5927,0.0105,1778,
9,772769,0.5840,0.0111,1752,
10,793975,0.5740,0.0114,1722,
11,792430,0.5707,0.0111,1712,
12,777942,0.5660,0.0114,1698,
13,772810,0.5637,0.0099,1691,
14,8179611,0.5463,0.0125,1639,
15,780300,0.5457,0.0106,1637,
16,8186079,0.5453,0.0101,1636,
17,8179614,0.5420,0.0119,1626,
18,780254,0.5307,0.0120,1592,
19,793999,0.4903,0.0118,1471,
20,793978,0.4603,0.0122,1381,
21,788920,0.4563,0.0121,1369,
22,774596,0.4480,0.0106,1344,
23,794863,0.4380,0.0124,1314,
24,8181146,0.4303,0.0106,1291,
25,8179631,0.4227,0.0127,1268,
26,8179629,0.4187,0.0127,1256,
27,772805,0.4087,0.0108,1226,
28,776572,0.4060,0.0108,1218,
29,783475,0.4010,0.0137,1203,
30,772804,0.3980,0.0106,1194,
31,8172410,0.3840,0.0105,1152,
32,772741,0.3823,0.0122,1147,
33,785149,0.3727,0.0131,1118,
34,8104983,0.3690,0.0130,1107,
35,8172406,0.3600,0.0108,1080,
36,771612,0.3483,0.0121,1045,
37,788923,0.3373,0.0112,1012,
38,785150,0.3350,0.0136,1005,
39,794864,0.3350,0.0117,1005,
40,788909,0.3330,0.0106,999,
41,783619,0.3250,0.0100,975,
42,793998,0.3187,0.0103,956,
43,772745,0.3157,0.0111,947,
44,8095212,0.3153,0.0108,946,
45,793981,0.3070,0.0109,921,
46,771615,0.3040,0.0125,912,
47,793982,0.3027,0.0111,908,
48,785682,0.2917,0.0135,875,
49,776560,0.2870,0.0118,861,
50,772144,0.2787,0.0115,836,
51,794870,0.2680,0.0120,804,
52,772734,0.2603,0.0129,781,
53,772742,0.2527,0.0121,758,
54,780299,0.2493,0.0128,748,
55,782016,0.2463,0.0107,739,
56,788794,0.2427,0.0104,728,
57,794871,0.2200,0.0114,660,
58,8087967,0.2157,0.0125,647,
59,785159,0.2140,0.0126,642,
60,785173,0.2110,0.0125,633,
61,787629,0.2080,0.0125,624,
62,780283,0.1973,0.0120,592,
63,784856,0.1973,0.0122,592,
64,785169,0.1910,0.0092,573,
65,794008,0.1877,0.0113,563,
66,787913,0.1823,0.0100,547,
67,792937,0.1770,0.0112,531,
68,788786,0.1760,0.0128,528,
69,771731,0.1723,0.0111,517,
70,787761,0.1660,0.0131,498,
71,777155,0.1660,0.0125,498,
72,8092901,0.1590,0.0120,477,
73,780288,0.1477,0.0130,443,
74,8158965,0.1437,0.0117,431,
75,781070,0.1410,0.0131,423,
76,775999,0.1327,0.0117,398,
77,781071,0.1217,0.0125,365,
78,778082,0.1090,0.0120,327,
79,781831,0.1070,0.0121,321,
80,776548,0.0930,0.0102,279,
81,777948,0.0810,0.0124,243,
82,777945,0.0653,0.0130,196,
83,772733,0.0643,0.0138,193,
84,772801,0.0623,0.0134,187,
85,772732,0.0603,0.0136,181,
86,772809,0.0550,0.0124,165,
87,780827,0.0267,0.0122,80,
