Rank,CAD,Score (lower is better),Eigenvalues,Status
1,8121694,0.5866,"0.0015, 0.0001, 0.0000",
2,8121692,0.5910,"0.0015, 0.0001, 0.0000",
3,794601,0.7843,"0.0018, 0.0001, 0.0000",
4,798512,0.8244,"0.0029, 0.0002, 0.0000",
5,8141343,0.8583,"0.0004, 0.0001, 0.0000",
6,763620,0.8768,"0.0024, 0.0001, 0.0000",
7,763621,0.8786,"0.0024, 0.0001, 0.0000",⬅️
8,767340,0.9383,"0.0024, 0.0003, 0.0000",
9,794679,0.9668,"0.0024, 0.0001, 0.0000",
10,798351,1.0760,"0.0019, 0.0000, 0.0000",
11,791713,1.0772,"0.0035, 0.0003, 0.0000",
12,793689,1.1745,"0.0004, 0.0001, 0.0000",
13,763660,1.1781,"0.0005, 0.0001, 0.0000",
14,793768,1.1962,"0.0007, 0.0003, 0.0000",
15,792795,1.2237,"0.0001, 0.0001, 0.0000",
16,776935,1.2720,"0.0015, 0.0003, 0.0000",
17,8092171,1.2950,"0.0006, 0.0002, 0.0000",
18,794159,1.3328,"0.0004, 0.0000, 0.0000",
19,793789,1.5340,"0.0020, 0.0003, 0.0000",
20,784049,2.1352,"0.0010, 0.0004, 0.0000",
21,8095941,2.2753,"0.0013, 0.0002, 0.0001",
22,8092190,2.2884,"0.0006, 0.0005, 0.0000",
23,779608,2.3049,"0.0005, 0.0005, 0.0000",
24,792510,2.3665,"0.0024, 0.0005, 0.0000",
25,793405,2.4272,"0.0005, 0.0003, 0.0001",
26,8063089,2.5976,"0.0038, 0.0005, 0.0000",
27,8063088,2.6835,"0.0073, 0.0004, 0.0000",
28,793791,2.7149,"0.0078, 0.0003, 0.0000",
29,767940,2.7264,"0.0005, 0.0005, 0.0000",
30,772841,2.7625,"0.0088, 0.0001, 0.0000",
31,772840,2.7957,"0.0089, 0.0001, 0.0000",
32,8098446,3.2497,"0.0014, 0.0004, 0.0001",
33,8150394,3.2605,"0.0008, 0.0006, 0.0000",
34,777253,4.0031,"0.0013, 0.0008, 0.0000",
35,778899,4.1302,"0.0026, 0.0003, 0.0001",
