Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,772742,0.9827,0.0091,2948,✅
2,772801,0.9623,0.0132,2887,
3,776560,0.9500,0.0096,2850,
4,793975,0.9457,0.0114,2837,
5,793978,0.9457,0.0110,2837,
6,8186079,0.8560,0.0085,2568,
7,788923,0.8557,0.0094,2567,
8,772809,0.8413,0.0100,2524,
9,788920,0.6747,0.0121,2024,
10,785997,0.5810,0.0113,1743,
11,772763,0.4903,0.0091,1471,
12,772764,0.4853,0.0107,1456,
13,780283,0.4613,0.0087,1384,
14,771731,0.3187,0.0114,956,
15,8100969,0.1470,0.0115,441,
16,8100975,0.0950,0.0112,285,
