Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8091602,0.9930,0.0099,2979,✅
2,8095212,0.8780,0.0117,2634,
3,8179611,0.7373,0.0125,2212,
4,8091592,0.6807,0.0113,2042,
5,8095189,0.6220,0.0116,1866,
6,793998,0.5537,0.0118,1661,
7,793997,0.5183,0.0128,1555,
8,780252,0.4957,0.0127,1487,
9,780299,0.4803,0.0122,1441,
10,792937,0.4753,0.0103,1426,
11,780300,0.4613,0.0105,1384,
12,772769,0.4403,0.0126,1321,
13,8176978,0.4347,0.0127,1304,
14,8179589,0.4307,0.0127,1292,
15,775999,0.4280,0.0110,1284,
16,792429,0.4227,0.0123,1268,
17,8176966,0.4207,0.0133,1262,
18,8091607,0.4143,0.0118,1243,
19,770066,0.3627,0.0132,1088,
20,793982,0.2857,0.0113,857,
21,793978,0.2827,0.0109,848,
22,779545,0.2473,0.0129,742,
23,777942,0.2427,0.0128,728,
24,793981,0.2250,0.0122,675,
25,793975,0.1567,0.0127,470,
