Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,792430,0.9690,0.0104,2907,✅
2,793999,0.7307,0.0111,2192,
3,8179631,0.7260,0.0110,2178,
4,8104983,0.5983,0.0127,1795,
5,780300,0.5747,0.0107,1724,
6,793998,0.5680,0.0110,1704,
7,8172406,0.5570,0.0104,1671,
8,781744,0.5560,0.0117,1668,
9,780299,0.5520,0.0091,1656,
10,794870,0.5513,0.0102,1654,
11,794008,0.4653,0.0116,1396,
12,785169,0.4193,0.0100,1258,
13,772132,0.3893,0.0104,1168,
14,8092992,0.3783,0.0108,1135,
15,779815,0.3760,0.0090,1128,
16,8149518,0.3747,0.0097,1124,
17,783596,0.3553,0.0105,1066,
18,794871,0.3533,0.0102,1060,
19,8143504,0.3400,0.0108,1020,
20,8126425,0.3353,0.0130,1006,
21,785150,0.3157,0.0131,947,
22,8125655,0.2810,0.0113,843,
23,780279,0.2680,0.0123,804,
24,8141860,0.2460,0.0096,738,
25,787629,0.2017,0.0126,605,
26,787914,0.1677,0.0122,503,
27,780827,0.1493,0.0131,448,
