Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8091592,0.7500,0.0109,2250,✅
2,8095189,0.6673,0.0106,2002,
3,794101,0.6040,0.0128,1812,
4,8176904,0.5400,0.0136,1620,
5,794105,0.4680,0.0138,1404,
6,8104626,0.4237,0.0119,1271,
7,788926,0.3797,0.0116,1139,
8,779545,0.3733,0.0131,1120,
9,8111520,0.3057,0.0140,917,
10,8179629,0.3030,0.0118,909,
11,8179631,0.2677,0.0128,803,
12,792430,0.2547,0.0124,764,
13,793999,0.2273,0.0121,682,
14,787629,0.2243,0.0123,673,
15,780279,0.1737,0.0123,521,
16,778632,0.1357,0.0144,407,
