Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,772745,0.9557,0.0103,2867,✅
2,772769,0.9420,0.0104,2826,
3,772741,0.9330,0.0102,2799,
4,8179614,0.9250,0.0108,2775,
5,772749,0.9240,0.0102,2772,
6,772732,0.9200,0.0119,2760,
7,792429,0.9180,0.0112,2754,
8,780288,0.9160,0.0116,2748,
9,772733,0.9037,0.0106,2711,
10,788916,0.8997,0.0118,2699,
11,772734,0.8983,0.0104,2695,
12,777942,0.8777,0.0117,2633,
13,780254,0.8627,0.0108,2588,
14,772801,0.8587,0.0101,2576,
15,770066,0.8550,0.0106,2565,
16,8176978,0.8513,0.0111,2554,
17,8176966,0.8450,0.0110,2535,
18,793975,0.8357,0.0110,2507,
19,793978,0.8340,0.0108,2502,
20,8179611,0.8313,0.0113,2494,
21,788920,0.8027,0.0100,2408,
22,772809,0.7647,0.0098,2294,
23,8091607,0.7487,0.0113,2246,
24,793997,0.7300,0.0108,2190,
25,788923,0.7080,0.0109,2124,
26,8186079,0.6957,0.0092,2087,
27,772742,0.6657,0.0099,1997,
28,776560,0.6417,0.0098,1925,
29,772810,0.5230,0.0125,1569,
30,777945,0.4663,0.0100,1399,
31,774596,0.4550,0.0106,1365,
32,793981,0.4530,0.0115,1359,
33,780299,0.4460,0.0120,1338,
34,793982,0.4290,0.0108,1287,
35,772804,0.4113,0.0095,1234,
36,772805,0.4107,0.0098,1232,
37,8181146,0.4090,0.0106,1227,
38,777948,0.3927,0.0116,1178,
39,788909,0.3877,0.0091,1163,
40,8158965,0.3873,0.0102,1162,
41,780283,0.3223,0.0102,967,
42,793998,0.3103,0.0126,931,
43,8095212,0.3000,0.0123,900,
44,771731,0.2503,0.0094,751,
45,788794,0.1750,0.0118,525,
46,780300,0.1703,0.0126,511,
47,792937,0.1597,0.0129,479,
48,8091602,0.1463,0.0123,439,
49,785997,0.1240,0.0126,372,
50,775999,0.1110,0.0112,333,
51,776548,0.1067,0.0104,320,
52,778082,0.1027,0.0104,308,
53,772725,0.0997,0.0115,299,
54,772726,0.0757,0.0111,227,
55,8096342,0.0723,0.0120,217,
