Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8098446,1.0000,0.0026,3000,✅
2,778920,0.9927,0.0104,2978,
3,793789,0.9693,0.0099,2908,
4,777253,0.9603,0.0079,2881,
5,776935,0.9513,0.0094,2854,
6,792783,0.9493,0.0091,2848,
7,784049,0.9410,0.0087,2823,
8,8150394,0.9387,0.0108,2816,
9,793768,0.9263,0.0079,2779,
10,8092190,0.9217,0.0093,2765,
11,777087,0.9197,0.0083,2759,
12,778906,0.8947,0.0094,2684,
13,767940,0.8903,0.0092,2671,
14,8095941,0.8843,0.0096,2653,
15,793405,0.8767,0.0097,2630,
16,775318,0.8550,0.0101,2565,
17,779608,0.8090,0.0100,2427,
18,8121694,0.5910,0.0122,1773,
19,8121692,0.5757,0.0107,1727,
