Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,798512,1.0000,0.0015,3000,✅
2,791713,1.0000,0.0029,3000,
3,767340,1.0000,0.0038,3000,
4,792510,1.0000,0.0038,3000,
5,8063089,1.0000,0.0032,3000,
6,778899,0.9907,0.0079,2972,
7,793789,0.9903,0.0046,2971,
8,763621,0.9850,0.0076,2955,
9,763620,0.9750,0.0084,2925,
10,794601,0.9533,0.0069,2860,
11,776935,0.9183,0.0061,2755,
12,794679,0.8910,0.0076,2673,
13,8121692,0.8230,0.0098,2469,
14,8098446,0.8087,0.0102,2426,
15,8121694,0.7890,0.0081,2367,
16,793768,0.6287,0.0099,1886,
