Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,793426,0.9883,0.0066,2965,
2,777141,0.9857,0.0101,2957,
3,8103578,0.9843,0.0074,2953,⬅️
4,8166038,0.9793,0.0086,2938,
5,781917,0.9437,0.0089,2831,
6,781916,0.9217,0.0074,2765,
7,788771,0.9137,0.0081,2741,
8,8103576,0.9083,0.0108,2725,
9,791705,0.8993,0.0081,2698,
10,8093514,0.8880,0.0092,2664,
11,8179627,0.8557,0.0112,2567,
12,781613,0.8553,0.0082,2566,
13,8178944,0.8520,0.0091,2556,
14,781912,0.8233,0.0094,2470,
15,784111,0.8183,0.0077,2455,
16,781923,0.8057,0.0097,2417,
17,8181152,0.7930,0.0074,2379,
18,777551,0.7927,0.0106,2378,
19,777043,0.7853,0.0096,2356,
20,8122655,0.7343,0.0101,2203,
21,765201,0.6907,0.0107,2072,
22,779699,0.6543,0.0093,1963,
23,8139718,0.6527,0.0079,1958,
24,8088206,0.6263,0.0110,1879,
25,774135,0.6157,0.0109,1847,
26,777240,0.5477,0.0095,1643,
27,794515,0.5353,0.0105,1606,
28,8174397,0.4700,0.0117,1410,
29,8144696,0.4353,0.0091,1306,
30,8171486,0.4007,0.0116,1202,
31,777217,0.3667,0.0109,1100,
32,777239,0.3437,0.0106,1031,
