Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,779815,0.9143,0.0090,2743,✅
2,794008,0.7310,0.0126,2193,
3,785169,0.7243,0.0103,2173,
4,8172406,0.7160,0.0116,2148,
5,794870,0.6833,0.0116,2050,
6,794871,0.6307,0.0116,1892,
7,779434,0.5720,0.0119,1716,
8,780827,0.5630,0.0132,1689,
9,8141860,0.5620,0.0118,1686,
10,8126425,0.5503,0.0106,1651,
11,783596,0.5267,0.0121,1580,
12,8125655,0.5260,0.0092,1578,
13,8143504,0.5203,0.0100,1561,
14,8149518,0.5163,0.0105,1549,
15,798475,0.5017,0.0102,1505,
16,775262,0.5003,0.0086,1501,
17,8087967,0.4773,0.0113,1432,
18,798480,0.4760,0.0100,1428,
19,781926,0.4723,0.0104,1417,
20,793548,0.4550,0.0108,1365,
21,792440,0.4287,0.0108,1286,
22,779530,0.4283,0.0085,1285,
23,783619,0.4187,0.0110,1256,
24,779533,0.4167,0.0114,1250,
25,8092992,0.4047,0.0100,1214,
26,787914,0.3960,0.0105,1188,
27,775310,0.3330,0.0109,999,
28,792441,0.3290,0.0101,987,
29,781921,0.3267,0.0112,980,
30,772132,0.2857,0.0120,857,
31,8094080,0.2800,0.0114,840,
32,8155627,0.2747,0.0117,824,
33,8112097,0.2637,0.0097,791,
34,788698,0.2630,0.0121,789,
35,778504,0.2607,0.0113,782,
36,783595,0.2593,0.0115,778,
37,774937,0.2503,0.0121,751,
38,792161,0.2463,0.0114,739,
39,784907,0.2460,0.0111,738,
40,774935,0.2330,0.0115,699,
41,8139623,0.2327,0.0119,698,
42,8111167,0.2307,0.0122,692,
43,8111165,0.2250,0.0116,675,
