Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,774937,0.9800,0.0100,2940,
2,781926,0.9293,0.0102,2788,
3,8139623,0.9280,0.0078,2784,
4,793793,0.9163,0.0080,2749,
5,792440,0.8440,0.0090,2532,
6,792441,0.8383,0.0085,2515,
7,8155627,0.7770,0.0100,2331,
8,8111161,0.7770,0.0096,2331,
9,777135,0.7240,0.0091,2172,
10,8179499,0.7100,0.0079,2130,
11,8091936,0.7027,0.0115,2108,
12,8105335,0.6830,0.0091,2049,
13,783595,0.6740,0.0111,2022,
14,793548,0.6703,0.0131,2011,
15,775310,0.6567,0.0110,1970,
16,792803,0.6380,0.0107,1914,
17,8094080,0.6280,0.0086,1884,
18,778504,0.6200,0.0119,1860,
19,783617,0.5697,0.0123,1709,
20,777551,0.5647,0.0102,1694,
21,765199,0.5387,0.0112,1616,
22,8166038,0.5357,0.0117,1607,
23,794273,0.5120,0.0110,1536,
24,780273,0.5060,0.0079,1518,
25,778448,0.4860,0.0077,1458,
26,793832,0.4737,0.0111,1421,
27,782185,0.4480,0.0114,1344,
28,777553,0.4233,0.0123,1270,
29,8092284,0.4207,0.0118,1262,
30,777141,0.4133,0.0110,1240,
31,781917,0.3690,0.0114,1107,
32,793796,0.3673,0.0110,1102,
33,8166043,0.3643,0.0114,1093,
34,781921,0.3620,0.0093,1086,
35,781916,0.3607,0.0112,1082,
36,785887,0.3407,0.0113,1022,
37,8126327,0.3310,0.0113,993,
38,794262,0.3143,0.0092,943,
39,781915,0.3047,0.0107,914,
40,8089434,0.2657,0.0111,797,
41,8126238,0.2517,0.0119,755,
42,8126325,0.2350,0.0117,705,
43,780706,0.2083,0.0117,625,
