Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,772764,1.0000,0.0069,3000,✅
2,772763,1.0000,0.0069,3000,
3,785997,0.9090,0.0103,2727,
4,779434,0.8860,0.0091,2658,
5,8172414,0.8657,0.0080,2597,
6,8172412,0.8393,0.0104,2518,
7,774596,0.8067,0.0112,2420,
8,8093316,0.7880,0.0110,2364,
9,8181146,0.7547,0.0113,2264,
10,8100975,0.6467,0.0077,1940,
11,8100969,0.6300,0.0089,1890,
12,8105335,0.5690,0.0097,1707,
13,8096342,0.5433,0.0107,1630,
14,771736,0.4870,0.0096,1461,
15,786001,0.2950,0.0129,885,
16,781899,0.2853,0.0106,856,
17,8112097,0.2777,0.0106,833,
18,778429,0.2690,0.0105,807,
19,763638,0.2070,0.0106,621,
20,782185,0.2027,0.0120,608,
21,788905,0.1967,0.0103,590,
22,765199,0.1763,0.0118,529,
23,8101572,0.1750,0.0118,525,
24,788695,0.1313,0.0119,394,
25,772804,0.1090,0.0120,327,
26,772805,0.0827,0.0122,248,
