Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,776840,1.0000,0.0040,3000,✅
2,781912,0.9050,0.0091,2715,
3,788771,0.9043,0.0088,2713,
4,8126325,0.8797,0.0115,2639,
5,781916,0.8733,0.0075,2620,
6,8126238,0.8720,0.0117,2616,
7,8126327,0.8560,0.0112,2568,
8,8148795,0.8427,0.0094,2528,
9,8093514,0.8383,0.0113,2515,
10,781923,0.8227,0.0094,2468,
11,8139855,0.8153,0.0096,2446,
12,791705,0.7613,0.0078,2284,
13,8122655,0.7477,0.0088,2243,
14,8181152,0.7200,0.0110,2160,
15,8103578,0.7137,0.0120,2141,
16,784111,0.6600,0.0108,1980,
17,781613,0.6523,0.0109,1957,
18,781917,0.6337,0.0097,1901,
19,8089434,0.6330,0.0109,1899,
20,793426,0.6093,0.0108,1828,
21,781915,0.6057,0.0113,1817,
22,781914,0.5987,0.0096,1796,
23,794515,0.5943,0.0103,1783,
24,8103576,0.5630,0.0107,1689,
25,8174397,0.5510,0.0081,1653,
26,777043,0.5477,0.0098,1643,
27,8178944,0.5453,0.0104,1636,
28,8088206,0.5433,0.0114,1630,
29,779699,0.5393,0.0111,1618,
30,777551,0.5100,0.0117,1530,
31,8139718,0.4963,0.0106,1489,
32,774135,0.4933,0.0105,1480,
33,765201,0.4503,0.0103,1351,
34,792358,0.4417,0.0121,1325,
35,777239,0.4380,0.0114,1314,
36,777217,0.3967,0.0112,1190,
37,8171486,0.3890,0.0125,1167,
38,777240,0.3830,0.0113,1149,
39,778915,0.3667,0.0110,1100,
