Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8144696,1.0000,0.0031,3000,✅
2,774135,0.9873,0.0083,2962,
3,781282,0.8720,0.0101,2616,
4,794515,0.8587,0.0103,2576,
5,778899,0.7320,0.0100,2196,
6,778920,0.6797,0.0107,2039,
7,778897,0.6647,0.0099,1994,
8,792350,0.6347,0.0105,1904,
9,775318,0.6200,0.0107,1860,
10,778906,0.5863,0.0112,1759,
11,777239,0.5563,0.0109,1669,
12,778915,0.5357,0.0113,1607,
13,777217,0.5247,0.0109,1574,
14,8188926,0.5150,0.0098,1545,
15,8093118,0.4817,0.0114,1445,
16,792358,0.4647,0.0119,1394,
17,8063089,0.4080,0.0104,1224,
