Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8126238,0.9900,0.0079,2970,
2,781912,0.9833,0.0093,2950,
3,8126325,0.9810,0.0080,2943,⬅️
4,8126327,0.9700,0.0093,2910,
5,8166043,0.9467,0.0097,2840,
6,781916,0.9233,0.0109,2770,
7,781915,0.9137,0.0100,2741,
8,781917,0.8617,0.0107,2585,
9,793796,0.8527,0.0101,2558,
10,788771,0.8420,0.0105,2526,
11,8148795,0.8300,0.0085,2490,
12,8103578,0.7870,0.0106,2361,
13,793426,0.7777,0.0104,2333,
14,791705,0.7613,0.0117,2284,
15,8139718,0.6823,0.0102,2047,
16,8093514,0.6797,0.0100,2039,
17,776840,0.6760,0.0085,2028,
18,777553,0.6570,0.0102,1971,
19,781923,0.6547,0.0090,1964,
20,8174397,0.6540,0.0082,1962,
21,781613,0.6437,0.0074,1931,
22,8122643,0.6137,0.0104,1841,
23,765201,0.6117,0.0106,1835,
24,8188922,0.5887,0.0093,1766,
25,8122655,0.5670,0.0124,1701,
26,785887,0.5650,0.0118,1695,
27,8103576,0.5557,0.0106,1667,
28,779699,0.5393,0.0107,1618,
29,8089434,0.5220,0.0117,1566,
30,8178944,0.5137,0.0112,1541,
31,8139855,0.4993,0.0108,1498,
32,794515,0.4983,0.0109,1495,
33,777240,0.4957,0.0117,1487,
34,781914,0.4843,0.0103,1453,
35,777217,0.4183,0.0119,1255,
36,792358,0.3927,0.0112,1178,
37,779861,0.3903,0.0114,1171,
38,8181152,0.3753,0.0109,1126,
39,774135,0.3600,0.0103,1080,
40,8171486,0.3537,0.0117,1061,
41,777239,0.2887,0.0115,866,
