Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8104983,0.8320,0.0127,2496,✅
2,792430,0.4933,0.0129,1480,
3,793999,0.4783,0.0125,1435,
4,781744,0.4467,0.0121,1340,
5,780279,0.4047,0.0121,1214,
6,793997,0.3300,0.0125,990,
7,778632,0.3250,0.0133,975,
8,785149,0.3060,0.0127,918,
9,780300,0.2910,0.0119,873,
10,793998,0.2853,0.0126,856,
11,776572,0.2820,0.0120,846,
12,772769,0.2737,0.0133,821,
13,8179631,0.2683,0.0130,805,
14,772144,0.2660,0.0109,798,
15,772745,0.2647,0.0131,794,
16,771612,0.2627,0.0120,788,
17,772741,0.2620,0.0125,786,
18,771615,0.2613,0.0125,784,
19,792937,0.2467,0.0107,740,
20,8179614,0.2413,0.0135,724,
21,770066,0.2360,0.0135,708,
22,785150,0.2293,0.0135,688,
23,788923,0.2280,0.0114,684,
24,785173,0.2273,0.0120,682,
25,788920,0.2240,0.0122,672,
26,780288,0.2207,0.0134,662,
27,763640,0.2203,0.0101,661,
28,8179629,0.2200,0.0129,660,
29,792429,0.2183,0.0134,655,
30,787629,0.2123,0.0131,637,
31,780299,0.2100,0.0125,630,
32,772749,0.1983,0.0129,595,
33,787761,0.1970,0.0126,591,
34,791819,0.1943,0.0123,583,
35,8179592,0.1923,0.0137,577,
36,783854,0.1903,0.0134,571,
37,8179609,0.1890,0.0130,567,
38,8172410,0.1837,0.0111,551,
39,772734,0.1727,0.0128,518,
40,8091607,0.1703,0.0129,511,
41,772732,0.1640,0.0129,492,
42,794008,0.1640,0.0125,492,
43,777948,0.1543,0.0127,463,
44,8179589,0.1523,0.0132,457,
45,780295,0.1383,0.0131,415,
46,772801,0.1347,0.0122,404,
47,781831,0.1327,0.0124,398,
48,780287,0.1157,0.0129,347,
49,780283,0.1153,0.0123,346,
50,8179617,0.1130,0.0118,339,
51,780296,0.1110,0.0137,333,
52,781070,0.1030,0.0128,309,
53,782016,0.1023,0.0127,307,
54,788794,0.0940,0.0096,282,
55,780827,0.0910,0.0106,273,
56,772809,0.0873,0.0128,262,
57,777945,0.0770,0.0116,231,
58,780255,0.0677,0.0108,203,
59,787913,0.0547,0.0122,164,
60,8186079,0.0543,0.0122,163,
61,788916,0.0467,0.0128,140,
62,772810,0.0417,0.0125,125,
63,788909,0.0330,0.0116,99,
