Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,791816,0.8303,0.0115,2491,✅
2,791817,0.8237,0.0117,2471,
3,766859,0.8123,0.0126,2437,
4,780252,0.7477,0.0123,2243,
5,780288,0.6743,0.0106,2023,
6,8179589,0.6733,0.0116,2020,
7,8179614,0.6057,0.0112,1817,
8,792429,0.5790,0.0113,1737,
9,770066,0.5650,0.0110,1695,
10,8179611,0.5580,0.0109,1674,
11,772769,0.5203,0.0124,1561,
12,8091607,0.5030,0.0109,1509,
13,791819,0.4993,0.0116,1498,
14,8176978,0.4670,0.0116,1401,
15,777942,0.4663,0.0114,1399,
16,8176904,0.4380,0.0121,1314,
17,8179592,0.4263,0.0110,1279,
18,8176966,0.3907,0.0126,1172,
19,794101,0.3713,0.0132,1114,
20,780300,0.3083,0.0112,925,
21,793982,0.2783,0.0107,835,
22,779545,0.2730,0.0122,819,
23,793998,0.2730,0.0100,819,
24,780299,0.2660,0.0107,798,
25,8091592,0.1433,0.0135,430,
26,793981,0.1247,0.0118,374,
27,8095189,0.1103,0.0123,331,
28,8091602,0.0853,0.0120,256,
29,792937,0.0680,0.0130,204,
30,8095212,0.0540,0.0128,162,
