Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,777217,1.0000,0.0033,3000,✅
2,781912,0.9830,0.0102,2949,
3,776840,0.9510,0.0111,2853,
4,8103578,0.8407,0.0099,2522,
5,794515,0.8170,0.0089,2451,
6,781915,0.8087,0.0096,2426,
7,781914,0.7917,0.0107,2375,
8,791705,0.7493,0.0097,2248,
9,8188922,0.7340,0.0116,2202,
10,777240,0.7317,0.0113,2195,
11,793426,0.7307,0.0109,2192,
12,8117985,0.7263,0.0104,2179,
13,8063089,0.7033,0.0122,2110,
14,781923,0.6857,0.0109,2057,
15,794262,0.6793,0.0115,2038,
16,8103576,0.6793,0.0105,2038,
17,8178944,0.6773,0.0110,2032,
18,8093514,0.6733,0.0106,2020,
19,777239,0.6580,0.0072,1974,
20,8174397,0.6307,0.0114,1892,
21,781613,0.5960,0.0104,1788,
22,778897,0.5893,0.0099,1768,
23,792358,0.5877,0.0126,1763,
24,781282,0.5833,0.0116,1750,
25,788771,0.5753,0.0105,1726,
26,778915,0.5717,0.0100,1715,
27,777991,0.5607,0.0124,1682,
28,777043,0.5363,0.0107,1609,
29,8188926,0.4853,0.0101,1456,
30,8171486,0.4833,0.0110,1450,
31,8144696,0.4573,0.0103,1372,
32,774135,0.4323,0.0111,1297,
33,791713,0.4213,0.0120,1264,
34,779699,0.3440,0.0123,1032,
35,8063088,0.1540,0.0112,462,
