Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8158965,0.9987,0.0064,2996,✅
2,782016,0.9957,0.0073,2987,
3,8096342,0.5410,0.0094,1623,
4,793548,0.4227,0.0118,1268,
5,8091936,0.3347,0.0114,1004,
6,778448,0.3277,0.0119,983,
7,777551,0.3197,0.0097,959,
8,777141,0.2967,0.0101,890,
9,8166038,0.2893,0.0108,868,
10,794273,0.2510,0.0115,753,
11,792803,0.2253,0.0103,676,
12,782185,0.2190,0.0116,657,
13,8092284,0.2043,0.0109,613,
14,777553,0.1390,0.0117,417,
15,778082,0.1193,0.0118,358,
