Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,778448,0.9017,0.0068,2705,✅
2,782438,0.6050,0.0083,1815,
3,777551,0.5107,0.0060,1532,
4,8181152,0.5000,0.0101,1500,
5,781613,0.4727,0.0089,1418,
6,777141,0.4570,0.0117,1371,
7,793426,0.4460,0.0108,1338,
8,8178944,0.4443,0.0091,1333,
9,784111,0.4083,0.0105,1225,
10,782185,0.4060,0.0100,1218,
11,788771,0.3960,0.0091,1188,
12,781923,0.3827,0.0102,1148,
13,781916,0.3747,0.0109,1124,
14,781917,0.3517,0.0112,1055,
15,8174397,0.3290,0.0097,987,
16,781915,0.3183,0.0108,955,
17,776840,0.3060,0.0105,918,
18,8089434,0.2867,0.0122,860,
19,8093514,0.2763,0.0119,829,
20,781912,0.2723,0.0119,817,
21,8088206,0.2547,0.0095,764,
22,8166038,0.2547,0.0111,764,
23,8148795,0.2503,0.0112,751,
24,8103578,0.2377,0.0103,713,
25,8139855,0.2327,0.0108,698,
26,777240,0.2183,0.0112,655,
