Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,786001,0.9187,0.0077,2756,✅
2,771736,0.8323,0.0091,2497,
3,8105335,0.8010,0.0072,2403,
4,8100975,0.7717,0.0072,2315,
5,8100969,0.7653,0.0071,2296,
6,8174395,0.7397,0.0085,2219,
7,793646,0.7173,0.0080,2152,
8,765199,0.6863,0.0109,2059,
9,775316,0.6783,0.0080,2035,
10,8100966,0.5137,0.0075,1541,
11,8179627,0.3967,0.0090,1190,
12,775510,0.3890,0.0107,1167,
13,765202,0.3873,0.0102,1162,
14,772797,0.3837,0.0101,1151,
15,8181356,0.3323,0.0101,997,
16,772796,0.2997,0.0108,899,
17,782185,0.2947,0.0107,884,
