Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8111167,0.9493,0.0094,2848,
2,8111165,0.9367,0.0093,2810,⬅️
3,774935,0.8480,0.0108,2544,
4,783617,0.8263,0.0112,2479,
5,780273,0.6850,0.0120,2055,
6,783595,0.6567,0.0100,1970,
7,765199,0.6557,0.0078,1967,
8,774937,0.6503,0.0114,1951,
9,8179499,0.6217,0.0088,1865,
10,777135,0.5967,0.0114,1790,
11,8139623,0.5943,0.0107,1783,
12,798480,0.5743,0.0114,1723,
13,778504,0.5667,0.0125,1700,
14,794262,0.5220,0.0102,1566,
15,780706,0.4760,0.0116,1428,
16,8089434,0.4737,0.0090,1421,
17,781926,0.4627,0.0120,1388,
18,793796,0.4570,0.0152,1371,
19,777551,0.4500,0.0111,1350,
20,777553,0.4463,0.0113,1339,
21,781916,0.4317,0.0130,1295,
22,781921,0.4273,0.0123,1282,
23,781917,0.4233,0.0121,1270,
24,8105335,0.4150,0.0116,1245,
25,8091936,0.3940,0.0116,1182,
26,8126327,0.3917,0.0111,1175,
27,782185,0.3877,0.0117,1163,
28,8166043,0.3857,0.0100,1157,
29,8126325,0.3787,0.0115,1136,
30,8166038,0.3733,0.0113,1120,
31,781915,0.3730,0.0114,1119,
32,798475,0.3567,0.0119,1070,
33,793832,0.3473,0.0120,1042,
34,8126238,0.3437,0.0116,1031,
35,792441,0.3370,0.0114,1011,
36,8111161,0.3303,0.0119,991,
37,792440,0.3287,0.0123,986,
38,777141,0.3053,0.0118,916,
39,778448,0.2917,0.0118,875,
40,8092284,0.2857,0.0116,857,
41,792803,0.2220,0.0113,666,
42,789366,0.2203,0.0119,661,
43,794273,0.2020,0.0112,606,
44,785887,0.1900,0.0118,570,
