Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,791705,0.9997,0.0045,2999,✅
2,793426,0.9980,0.0080,2994,
3,8103578,0.9933,0.0069,2980,
4,781916,0.9887,0.0057,2966,
5,781917,0.9887,0.0063,2966,
6,788771,0.9873,0.0061,2962,
7,8103576,0.9860,0.0046,2958,
8,8126327,0.9693,0.0082,2908,
9,781915,0.9673,0.0076,2902,
10,781912,0.9307,0.0077,2792,
11,781923,0.9227,0.0083,2768,
12,777553,0.9020,0.0107,2706,
13,781613,0.8837,0.0082,2651,
14,8122655,0.8833,0.0129,2650,
15,8126325,0.8733,0.0092,2620,
16,8126238,0.8667,0.0096,2600,
17,765201,0.8373,0.0113,2512,
18,8093514,0.8270,0.0121,2481,
19,8122643,0.7943,0.0113,2383,
20,8139718,0.6940,0.0126,2082,
21,776840,0.6873,0.0094,2062,
22,777240,0.6867,0.0132,2060,
23,777991,0.6643,0.0096,1993,
24,777043,0.6190,0.0096,1857,
25,778844,0.6077,0.0092,1823,
26,794515,0.6063,0.0087,1819,
27,779699,0.5703,0.0108,1711,
28,8148795,0.5653,0.0116,1696,
29,779861,0.5590,0.0114,1677,
30,777133,0.5320,0.0107,1596,
31,8139855,0.5250,0.0108,1575,
32,8063089,0.4893,0.0109,1468,
33,781282,0.4853,0.0093,1456,
34,8117985,0.4710,0.0095,1413,
35,8174397,0.4703,0.0122,1411,
36,8178944,0.4567,0.0118,1370,
37,791713,0.4283,0.0094,1285,
38,778897,0.3827,0.0094,1148,
39,777217,0.3793,0.0115,1138,
40,777239,0.3623,0.0123,1087,
41,8144696,0.3367,0.0121,1010,
42,8171486,0.3363,0.0103,1009,
