Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8105335,0.9057,0.0099,2717,✅
2,793646,0.7560,0.0113,2268,
3,8100975,0.6930,0.0112,2079,
4,8100969,0.6600,0.0116,1980,
5,765199,0.6040,0.0115,1812,
6,786001,0.4500,0.0116,1350,
7,8122643,0.4113,0.0115,1234,
8,765202,0.3913,0.0110,1174,
9,782185,0.3093,0.0118,928,
10,8103576,0.2707,0.0102,812,
11,791705,0.2383,0.0101,715,
12,8088206,0.2327,0.0110,698,
13,784111,0.2143,0.0122,643,
14,8122655,0.1377,0.0125,413,
15,779861,0.1190,0.0117,357,
