Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8111167,0.9447,0.0086,2834,✅
2,8111165,0.9397,0.0082,2819,
3,783617,0.8813,0.0114,2644,
4,774935,0.8367,0.0129,2510,
5,780273,0.7927,0.0108,2378,
6,8092284,0.7073,0.0094,2122,
7,774937,0.6683,0.0111,2005,
8,778504,0.6637,0.0105,1991,
9,783595,0.6587,0.0085,1976,
10,792440,0.6490,0.0050,1947,
11,765199,0.6490,0.0044,1947,
12,8179499,0.6360,0.0049,1908,
13,794273,0.6240,0.0115,1872,
14,777551,0.5610,0.0104,1683,
15,798480,0.5487,0.0112,1646,
16,798475,0.5043,0.0117,1513,
17,8091936,0.5023,0.0100,1507,
18,8139623,0.4973,0.0115,1492,
19,8089434,0.4837,0.0106,1451,
20,785887,0.4733,0.0069,1420,
21,781926,0.4713,0.0110,1414,
22,781917,0.4520,0.0087,1356,
23,777141,0.4480,0.0109,1344,
24,793796,0.4470,0.0111,1341,
25,8166043,0.4453,0.0097,1336,
26,793832,0.4427,0.0113,1328,
27,782185,0.4140,0.0111,1242,
28,8126325,0.4023,0.0106,1207,
29,8105335,0.3993,0.0119,1198,
30,781921,0.3990,0.0119,1197,
31,8166038,0.3760,0.0113,1128,
32,792441,0.3510,0.0118,1053,
33,8126238,0.3500,0.0112,1050,
34,781916,0.3470,0.0109,1041,
35,8126327,0.3427,0.0112,1028,
36,777135,0.3330,0.0118,999,
37,777553,0.3280,0.0122,984,
38,8111161,0.3197,0.0121,959,
39,792803,0.3197,0.0125,959,
40,780706,0.3160,0.0116,948,
41,781915,0.2893,0.0148,868,
42,794262,0.2520,0.0129,756,
43,778448,0.2260,0.0121,678,
44,789366,0.2143,0.0115,643,
