Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,775310,1.0000,0.0071,3000,✅
2,781926,0.6500,0.0107,1950,
3,779533,0.6060,0.0115,1818,
4,8094080,0.6030,0.0113,1809,
5,779434,0.5617,0.0119,1685,
6,779530,0.5570,0.0121,1671,
7,8091936,0.5453,0.0102,1636,
8,8139623,0.4850,0.0115,1455,
9,793548,0.4343,0.0121,1303,
10,786001,0.4247,0.0108,1274,
11,792441,0.4183,0.0113,1255,
12,793793,0.4153,0.0118,1246,
13,792440,0.4070,0.0115,1221,
14,8155627,0.3950,0.0120,1185,
15,783595,0.3857,0.0087,1157,
16,8092284,0.3683,0.0116,1105,
17,777553,0.3623,0.0094,1087,
18,771736,0.3617,0.0098,1085,
19,8166038,0.3490,0.0113,1047,
20,8179499,0.3357,0.0113,1007,
21,8111161,0.3357,0.0114,1007,
22,778504,0.3283,0.0116,985,
23,8112097,0.3250,0.0104,975,
24,777135,0.3140,0.0101,942,
25,793832,0.2813,0.0109,844,
26,793796,0.2777,0.0111,833,
27,8126327,0.2753,0.0115,826,
28,778448,0.2673,0.0120,802,
29,8089434,0.2540,0.0106,762,
30,794273,0.2453,0.0098,736,
31,8166043,0.2407,0.0116,722,
32,792803,0.2173,0.0121,652,
33,777551,0.2020,0.0116,606,
34,777141,0.1890,0.0124,567,
35,780706,0.1263,0.0127,379,
