Rank,CAD,Score (lower is better),Eigenvalues,Status
1,775310,0.1732,"0.0141, 0.0124, 0.0009",
2,8155627,0.1976,"0.0155, 0.0100, 0.0014",
3,783595,0.2386,"0.0137, 0.0064, 0.0014",
4,778504,0.2585,"0.0123, 0.0091, 0.0011",
5,786001,0.3044,"0.0132, 0.0107, 0.0001",
6,8094080,0.3644,"0.0170, 0.0109, 0.0009",
7,8091936,0.3874,"0.0141, 0.0060, 0.0008",
8,793832,0.4052,"0.0133, 0.0039, 0.0012",
9,792441,0.4310,"0.0169, 0.0080, 0.0012",
10,774935,0.4322,"0.0138, 0.0073, 0.0028",
11,774937,0.4390,"0.0119, 0.0071, 0.0021",
12,792161,0.4477,"0.0110, 0.0105, 0.0026",
13,793793,0.4485,"0.0109, 0.0091, 0.0006",
14,788698,0.4541,"0.0115, 0.0106, 0.0029",
15,771736,0.4633,"0.0149, 0.0143, 0.0001",
16,792440,0.4668,"0.0172, 0.0077, 0.0012",
17,775262,0.4893,"0.0112, 0.0100, 0.0028",
18,8105335,0.5131,"0.0139, 0.0050, 0.0002",
19,780706,0.5230,"0.0104, 0.0083, 0.0006",
20,792803,0.5248,"0.0104, 0.0083, 0.0006",
21,779533,0.5347,"0.0180, 0.0150, 0.0011",
22,779530,0.5465,"0.0181, 0.0152, 0.0011",
23,782185,0.5520,"0.0139, 0.0038, 0.0003",
24,8139623,0.5717,"0.0175, 0.0058, 0.0017",
25,783617,0.5894,"0.0109, 0.0048, 0.0019",
26,765199,0.5908,"0.0129, 0.0048, 0.0001",
27,777135,0.5963,"0.0092, 0.0084, 0.0007",
28,793646,0.6104,"0.0138, 0.0031, 0.0001",
29,8092284,0.6472,"0.0096, 0.0074, 0.0005",
30,8174395,0.6519,"0.0148, 0.0042, 0.0000",
31,780273,0.6971,"0.0086, 0.0058, 0.0019",
32,8111161,0.7411,"0.0073, 0.0055, 0.0014",
33,781926,0.7415,"0.0210, 0.0084, 0.0018",⬅️
34,8166038,0.7566,"0.0099, 0.0041, 0.0005",
35,775510,0.7666,"0.0139, 0.0000, 0.0000",
36,8179499,0.7704,"0.0077, 0.0063, 0.0008",
37,777141,0.7711,"0.0102, 0.0036, 0.0005",
38,8111165,0.7718,"0.0090, 0.0059, 0.0025",
39,8181356,0.7718,"0.0140, 0.0000, 0.0000",
40,8111167,0.7718,"0.0090, 0.0059, 0.0025",
41,772796,0.7768,"0.0141, 0.0001, 0.0000",
42,772797,0.7772,"0.0141, 0.0001, 0.0000",
43,794273,0.7798,"0.0078, 0.0061, 0.0008",
44,781921,0.7896,"0.0190, 0.0038, 0.0018",
45,777551,0.8586,"0.0088, 0.0037, 0.0005",
46,8166043,0.8792,"0.0062, 0.0044, 0.0013",
47,8100969,0.8870,"0.0191, 0.0055, 0.0001",
48,765202,0.8923,"0.0087, 0.0048, 0.0001",
49,775316,0.9105,"0.0098, 0.0029, 0.0000",
50,8126425,0.9152,"0.0198, 0.0089, 0.0034",
51,8125655,0.9172,"0.0199, 0.0089, 0.0034",
52,8100975,0.9250,"0.0197, 0.0055, 0.0001",
53,772132,0.9260,"0.0203, 0.0141, 0.0032",
54,8149518,0.9268,"0.0200, 0.0089, 0.0034",
55,8143504,0.9275,"0.0200, 0.0089, 0.0034",
56,793796,0.9282,"0.0062, 0.0036, 0.0012",
57,783596,0.9331,"0.0201, 0.0090, 0.0034",
58,8089434,0.9419,"0.0077, 0.0021, 0.0009",
59,785887,0.9435,"0.0059, 0.0030, 0.0014",
60,777553,0.9545,"0.0059, 0.0059, 0.0006",
61,784111,0.9624,"0.0086, 0.0025, 0.0003",
62,8088206,0.9969,"0.0085, 0.0021, 0.0003",
63,8181152,1.0011,"0.0079, 0.0024, 0.0004",
64,793787,1.0123,"0.0174, 0.0003, 0.0000",
65,8126327,1.0160,"0.0054, 0.0041, 0.0009",
66,8100966,1.0182,"0.0178, 0.0004, 0.0001",
67,8093514,1.0349,"0.0072, 0.0024, 0.0005",
68,794262,1.0372,"0.0055, 0.0017, 0.0015",
69,8179627,1.0399,"0.0083, 0.0023, 0.0000",
70,781917,1.0403,"0.0062, 0.0031, 0.0007",
71,781916,1.0601,"0.0062, 0.0030, 0.0006",
72,778448,1.0781,"0.0219, 0.0029, 0.0008",
73,8092992,1.0903,"0.0210, 0.0150, 0.0036",
74,772840,1.1007,"0.0089, 0.0001, 0.0000",
75,772841,1.1067,"0.0088, 0.0001, 0.0000",
76,781915,1.1069,"0.0050, 0.0028, 0.0009",
77,8103578,1.1270,"0.0055, 0.0028, 0.0006",
78,793426,1.1271,"0.0055, 0.0028, 0.0006",
79,793548,1.1431,"0.0251, 0.0065, 0.0009",
80,788771,1.1465,"0.0052, 0.0032, 0.0005",
81,8126238,1.1492,"0.0038, 0.0038, 0.0009",
82,8126325,1.1493,"0.0038, 0.0038, 0.0009",
83,774135,1.1537,"0.0066, 0.0007, 0.0005",
84,779861,1.1610,"0.0053, 0.0044, 0.0001",
85,777043,1.1613,"0.0067, 0.0012, 0.0003",
86,793791,1.1719,"0.0078, 0.0003, 0.0000",
87,781912,1.1808,"0.0044, 0.0029, 0.0007",
88,789366,1.1922,"0.0045, 0.0022, 0.0021",
89,776840,1.1944,"0.0044, 0.0024, 0.0008",
90,8122643,1.2002,"0.0047, 0.0045, 0.0001",
91,8063088,1.2043,"0.0073, 0.0004, 0.0000",
92,781923,1.2161,"0.0044, 0.0026, 0.0006",
93,8088959,1.2366,"0.0148, 0.0139, 0.0073",
94,765201,1.2408,"0.0049, 0.0033, 0.0001",
95,798475,1.2413,"0.0261, 0.0061, 0.0020",
96,8122655,1.2438,"0.0045, 0.0032, 0.0002",
97,791705,1.2484,"0.0046, 0.0029, 0.0003",
98,8103576,1.2493,"0.0046, 0.0029, 0.0002",
99,8148795,1.2499,"0.0033, 0.0028, 0.0008",
100,8178944,1.2624,"0.0043, 0.0024, 0.0004",
101,798480,1.2689,"0.0265, 0.0061, 0.0020",
102,781613,1.2736,"0.0043, 0.0023, 0.0004",
103,777240,1.2900,"0.0032, 0.0024, 0.0007",
104,782438,1.3055,"0.0231, 0.0008, 0.0006",
105,777217,1.3060,"0.0045, 0.0008, 0.0005",
106,779815,1.3141,"0.0289, 0.0118, 0.0024",
107,8188922,1.3161,"0.0024, 0.0014, 0.0012",
108,8139855,1.3167,"0.0027, 0.0022, 0.0008",
109,788695,1.3374,"0.0284, 0.0116, 0.0000",
110,794515,1.3444,"0.0042, 0.0010, 0.0003",
111,768552,1.3501,"0.0149, 0.0087, 0.0079",
112,778897,1.3523,"0.0050, 0.0002, 0.0002",
113,794516,1.3532,"0.0076, 0.0061, 0.0052",
114,777991,1.3662,"0.0041, 0.0020, 0.0000",
115,8174397,1.3664,"0.0028, 0.0017, 0.0006",
116,8139718,1.3844,"0.0033, 0.0023, 0.0002",
117,8112097,1.3914,"0.0305, 0.0125, 0.0008",
118,781899,1.3921,"0.0229, 0.0219, 0.0000",
119,781282,1.3934,"0.0041, 0.0008, 0.0001",
120,8181354,1.4007,"0.0146, 0.0085, 0.0083",
121,779699,1.4048,"0.0034, 0.0014, 0.0002",
122,8144696,1.4140,"0.0037, 0.0005, 0.0003",
123,781914,1.4236,"0.0022, 0.0013, 0.0006",
124,8117985,1.4511,"0.0033, 0.0013, 0.0000",
125,8063089,1.4536,"0.0038, 0.0005, 0.0000",
126,777239,1.4577,"0.0024, 0.0009, 0.0005",
127,8114863,1.4601,"0.0056, 0.0046, 0.0046",
128,777133,1.4610,"0.0025, 0.0025, 0.0000",
