Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,783596,0.9937,0.0096,2981,✅
2,8143504,0.9930,0.0103,2979,
3,8126425,0.9923,0.0107,2977,
4,8125655,0.9913,0.0099,2974,
5,8149518,0.9910,0.0098,2973,
6,794008,0.8603,0.0129,2581,
7,781926,0.6710,0.0133,2013,
8,794870,0.5977,0.0094,1793,
9,8172406,0.5563,0.0112,1669,
10,8139623,0.5433,0.0094,1630,
11,779815,0.5320,0.0124,1596,
12,779533,0.5097,0.0112,1529,
13,779530,0.4997,0.0099,1499,
14,8094080,0.4960,0.0118,1488,
15,8111167,0.4800,0.0109,1440,
16,8111165,0.4770,0.0081,1431,
17,785169,0.4660,0.0127,1398,
18,779434,0.4623,0.0120,1387,
19,8091936,0.4403,0.0098,1321,
20,780273,0.4350,0.0096,1305,
21,783617,0.4280,0.0099,1284,
22,8092992,0.4157,0.0105,1247,
23,775262,0.3987,0.0103,1196,
24,774935,0.3970,0.0112,1191,
25,8112097,0.3953,0.0092,1186,
26,798480,0.3860,0.0127,1158,
27,8088959,0.3827,0.0110,1148,
28,775310,0.3800,0.0104,1140,
29,8092901,0.3670,0.0090,1101,
30,778504,0.3540,0.0112,1062,
31,788698,0.3520,0.0115,1056,
32,787914,0.3403,0.0119,1021,
33,772132,0.3307,0.0124,992,
34,774937,0.3263,0.0112,979,
35,794516,0.3150,0.0119,945,
36,781921,0.2977,0.0124,893,
37,8141860,0.2953,0.0106,886,
38,792161,0.2937,0.0118,881,
39,794871,0.2937,0.0121,881,
40,792441,0.2863,0.0105,859,
41,798475,0.2780,0.0114,834,
42,793548,0.2723,0.0118,817,
43,8155627,0.2587,0.0111,776,
44,792440,0.2440,0.0118,732,
45,8114863,0.2423,0.0118,727,
46,783595,0.2317,0.0126,695,
