Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,765199,1.0000,0.0046,3000,✅
2,8100969,1.0000,0.0068,3000,
3,8100975,1.0000,0.0070,3000,
4,8105335,0.9710,0.0085,2913,
5,8174395,0.9347,0.0089,2804,
6,8091936,0.9020,0.0087,2706,
7,793646,0.8990,0.0075,2697,
8,786001,0.8890,0.0118,2667,
9,775316,0.8067,0.0084,2420,
10,8122643,0.7103,0.0078,2131,
11,8179627,0.6750,0.0073,2025,
12,8181152,0.6460,0.0108,1938,
13,765201,0.6213,0.0069,1864,
14,8166038,0.6150,0.0131,1845,
15,765202,0.5743,0.0097,1723,
16,784111,0.5627,0.0085,1688,
17,777551,0.5583,0.0089,1675,
18,8092284,0.5133,0.0104,1540,
19,780706,0.5013,0.0107,1504,
20,779861,0.4920,0.0093,1476,
21,8100966,0.4753,0.0095,1426,
22,777141,0.4297,0.0120,1289,
23,791705,0.3980,0.0114,1194,
24,8122655,0.3847,0.0100,1154,
25,792803,0.3783,0.0110,1135,
26,772797,0.3597,0.0088,1079,
27,782185,0.3267,0.0111,980,
28,772796,0.3097,0.0090,929,
29,8181356,0.3087,0.0092,926,
30,777043,0.3083,0.0107,925,
31,8088206,0.2947,0.0113,884,
32,8103576,0.2880,0.0096,864,
33,775510,0.2820,0.0109,846,
