Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,776556,0.9333,0.0109,2800,
2,780252,0.8463,0.0108,2539,
3,791817,0.8457,0.0107,2537,
4,780296,0.8453,0.0104,2536,
5,791816,0.8353,0.0113,2506,
6,780295,0.8320,0.0102,2496,⬅️
7,766859,0.8253,0.0117,2476,
8,8179589,0.8050,0.0108,2415,
9,780288,0.7613,0.0102,2284,
10,770066,0.7523,0.0115,2257,
11,8179592,0.7113,0.0103,2134,
12,8179614,0.7020,0.0104,2106,
13,792429,0.6297,0.0110,1889,
14,780254,0.5920,0.0103,1776,
15,8179611,0.5833,0.0109,1750,
16,8091607,0.5630,0.0099,1689,
17,772769,0.5540,0.0112,1662,
18,793978,0.5533,0.0117,1660,
19,793975,0.5490,0.0115,1647,
20,791819,0.5417,0.0103,1625,
21,777942,0.5260,0.0110,1578,
22,772741,0.5213,0.0097,1564,
23,8176978,0.5133,0.0118,1540,
24,772749,0.5100,0.0102,1530,
25,8176904,0.5040,0.0115,1512,
26,772745,0.5010,0.0100,1503,
27,8176966,0.4813,0.0131,1444,
28,788920,0.4730,0.0103,1419,
29,794101,0.4160,0.0127,1248,
30,8179617,0.1930,0.0096,579,
31,793981,0.1747,0.0118,524,
32,775999,0.1343,0.0115,403,
33,792937,0.0760,0.0125,228,
34,793982,0.0457,0.0117,137,
