Rank,CAD,Score (lower is better),Eigenvalues,Status
1,780283,0.3016,"0.0502, 0.0169, 0.0001",✅
2,774596,0.4696,"0.0429, 0.0140, 0.0000",
3,8181146,0.4759,"0.0423, 0.0143, 0.0000",
4,788909,0.4824,"0.0433, 0.0222, 0.0000",
5,772805,0.4969,"0.0473, 0.0097, 0.0000",
6,772804,0.5219,"0.0477, 0.0090, 0.0000",
7,8087967,0.5668,"0.0384, 0.0134, 0.0008",
8,793998,0.5847,"0.0590, 0.0226, 0.0007",
9,8096342,0.5937,"0.0371, 0.0056, 0.0004",
10,780299,0.5951,"0.0566, 0.0268, 0.0006",
11,780300,0.6061,"0.0569, 0.0270, 0.0006",
12,788923,0.6310,"0.0393, 0.0259, 0.0001",
13,8186079,0.6495,"0.0453, 0.0298, 0.0000",
14,785997,0.6944,"0.0273, 0.0225, 0.0002",
15,8172414,0.6963,"0.0352, 0.0116, 0.0000",
16,8172412,0.6981,"0.0351, 0.0117, 0.0000",
17,788794,0.7260,"0.0598, 0.0097, 0.0001",
18,8093316,0.7293,"0.0399, 0.0068, 0.0000",
19,772763,0.7434,"0.0350, 0.0085, 0.0001",
20,772764,0.7463,"0.0349, 0.0085, 0.0001",
21,8112097,0.7528,"0.0305, 0.0125, 0.0008",
22,772810,0.7700,"0.0545, 0.0306, 0.0000",
23,777948,0.7860,"0.0640, 0.0096, 0.0001",
24,779434,0.7878,"0.0318, 0.0131, 0.0009",
25,777945,0.7905,"0.0632, 0.0099, 0.0001",
26,778082,0.7911,"0.0572, 0.0049, 0.0001",
27,772809,0.8000,"0.0537, 0.0326, 0.0000",
28,772801,0.8274,"0.0522, 0.0347, 0.0000",
29,788695,0.8405,"0.0284, 0.0116, 0.0000",
30,784907,0.8439,"0.0400, 0.0096, 0.0012",
31,8091304,0.8463,"0.0407, 0.0022, 0.0000",
32,771731,0.8471,"0.0355, 0.0321, 0.0001",
33,772742,0.8713,"0.0347, 0.0312, 0.0001",
34,780827,0.8731,"0.0371, 0.0232, 0.0012",
35,788905,0.8741,"0.0392, 0.0013, 0.0001",
36,772725,0.8922,"0.0547, 0.0002, 0.0000",
37,778091,0.8936,"0.0393, 0.0006, 0.0001",
38,772726,0.8967,"0.0549, 0.0002, 0.0000",
39,781899,0.8985,"0.0229, 0.0219, 0.0000",
40,776560,0.9205,"0.0326, 0.0317, 0.0001",
41,788920,0.9431,"0.0655, 0.0302, 0.0001",
42,8158965,0.9553,"0.0668, 0.0047, 0.0002",
43,783619,0.9893,"0.0584, 0.0055, 0.0011",
44,771736,1.0211,"0.0149, 0.0143, 0.0001",
45,778429,1.0626,"0.0315, 0.0002, 0.0001",
46,763638,1.0768,"0.0305, 0.0005, 0.0001",
47,793548,1.0900,"0.0251, 0.0065, 0.0009",
48,782438,1.0952,"0.0231, 0.0008, 0.0006",
49,772741,1.0983,"0.0707, 0.0313, 0.0001",
50,8094080,1.1097,"0.0170, 0.0109, 0.0009",
51,772749,1.1147,"0.0711, 0.0316, 0.0001",
52,8100975,1.1207,"0.0197, 0.0055, 0.0001",
53,779533,1.1251,"0.0180, 0.0150, 0.0011",
54,8092284,1.1273,"0.0096, 0.0074, 0.0005",
55,779530,1.1319,"0.0181, 0.0152, 0.0011",
56,786001,1.1358,"0.0132, 0.0107, 0.0001",
57,775310,1.1392,"0.0141, 0.0124, 0.0009",
58,8100969,1.1410,"0.0191, 0.0055, 0.0001",
59,793793,1.1456,"0.0109, 0.0091, 0.0006",
60,792803,1.1677,"0.0104, 0.0083, 0.0006",
61,780706,1.1728,"0.0104, 0.0083, 0.0006",
62,782185,1.2035,"0.0139, 0.0038, 0.0003",
63,778448,1.2060,"0.0219, 0.0029, 0.0008",
64,8101572,1.2067,"0.0249, 0.0003, 0.0000",
65,8105335,1.2110,"0.0139, 0.0050, 0.0002",
66,8176966,1.2216,"0.0564, 0.0528, 0.0004",
67,772745,1.2223,"0.0762, 0.0315, 0.0001",
68,8179611,1.2240,"0.0582, 0.0498, 0.0003",
69,777135,1.2262,"0.0092, 0.0084, 0.0007",
70,777141,1.2426,"0.0102, 0.0036, 0.0005",
71,8091936,1.2586,"0.0141, 0.0060, 0.0008",
72,793997,1.2649,"0.0611, 0.0377, 0.0011",
73,8166038,1.2677,"0.0099, 0.0041, 0.0005",
74,776548,1.2741,"0.0744, 0.0001, 0.0001",
75,777551,1.2833,"0.0088, 0.0037, 0.0005",
76,8181152,1.2866,"0.0079, 0.0024, 0.0004",
77,8176978,1.2943,"0.0570, 0.0553, 0.0004",
78,765199,1.3083,"0.0129, 0.0048, 0.0001",
79,793975,1.3125,"0.0539, 0.0529, 0.0001",
80,794871,1.3173,"0.0404, 0.0123, 0.0021",
81,8100966,1.3282,"0.0178, 0.0004, 0.0001",
82,793646,1.3301,"0.0138, 0.0031, 0.0001",
83,8174395,1.3344,"0.0148, 0.0042, 0.0000",
84,793978,1.3375,"0.0543, 0.0535, 0.0001",
85,784111,1.3387,"0.0086, 0.0025, 0.0003",
86,777553,1.3434,"0.0059, 0.0059, 0.0006",
87,8093514,1.3483,"0.0072, 0.0024, 0.0005",
88,8178944,1.3636,"0.0043, 0.0024, 0.0004",
89,8088206,1.3714,"0.0085, 0.0021, 0.0003",
90,792440,1.3744,"0.0172, 0.0077, 0.0012",
91,788771,1.3761,"0.0052, 0.0032, 0.0005",
92,792441,1.3845,"0.0169, 0.0080, 0.0012",
93,788916,1.3900,"0.0647, 0.0448, 0.0000",
94,781613,1.3905,"0.0043, 0.0023, 0.0004",
95,793787,1.3913,"0.0174, 0.0003, 0.0000",
96,765202,1.3940,"0.0087, 0.0048, 0.0001",
97,794273,1.3992,"0.0078, 0.0061, 0.0008",
98,785149,1.3992,"0.0453, 0.0385, 0.0017",
99,8103578,1.4125,"0.0055, 0.0028, 0.0006",
100,793426,1.4136,"0.0055, 0.0028, 0.0006",
101,774135,1.4197,"0.0066, 0.0007, 0.0005",
102,777942,1.4216,"0.0642, 0.0500, 0.0002",
103,777043,1.4276,"0.0067, 0.0012, 0.0003",
104,8179499,1.4279,"0.0077, 0.0063, 0.0008",
105,778504,1.4295,"0.0123, 0.0091, 0.0011",
106,791705,1.4355,"0.0046, 0.0029, 0.0003",
107,780254,1.4382,"0.0606, 0.0515, 0.0001",
108,781916,1.4385,"0.0062, 0.0030, 0.0006",
109,781923,1.4387,"0.0044, 0.0026, 0.0006",
110,777217,1.4389,"0.0045, 0.0008, 0.0005",
111,8122655,1.4427,"0.0045, 0.0032, 0.0002",
112,8103576,1.4522,"0.0046, 0.0029, 0.0002",
113,794515,1.4597,"0.0042, 0.0010, 0.0003",
114,772797,1.4606,"0.0141, 0.0001, 0.0000",
115,772796,1.4608,"0.0141, 0.0001, 0.0000",
116,781917,1.4648,"0.0062, 0.0031, 0.0007",
117,777239,1.4692,"0.0024, 0.0009, 0.0005",
118,8181356,1.4701,"0.0140, 0.0000, 0.0000",
119,775316,1.4712,"0.0098, 0.0029, 0.0000",
120,775510,1.4715,"0.0139, 0.0000, 0.0000",
121,8171486,1.4737,"0.0017, 0.0016, 0.0004",
122,782016,1.4853,"0.0963, 0.0081, 0.0001",
123,779861,1.4880,"0.0053, 0.0044, 0.0001",
124,8155627,1.4882,"0.0155, 0.0100, 0.0014",
