Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,788920,0.9833,0.0096,2950,✅
2,772769,0.9210,0.0112,2763,
3,772741,0.8633,0.0113,2590,
4,792429,0.7623,0.0102,2287,
5,772749,0.7620,0.0114,2286,
6,777942,0.7530,0.0116,2259,
7,772745,0.7323,0.0100,2197,
8,793975,0.7280,0.0113,2184,
9,8179611,0.7250,0.0115,2175,
10,788923,0.7197,0.0096,2159,
11,793978,0.7053,0.0117,2116,
12,780300,0.6410,0.0118,1923,
13,772809,0.5577,0.0116,1673,
14,772801,0.5557,0.0106,1667,
15,772742,0.5357,0.0106,1607,
16,776560,0.5107,0.0099,1532,
17,785997,0.4527,0.0112,1358,
18,793998,0.4497,0.0123,1349,
19,8176978,0.4033,0.0130,1210,
20,8095212,0.3057,0.0119,917,
21,771731,0.2873,0.0129,862,
22,8176966,0.2117,0.0133,635,
23,792937,0.2113,0.0124,634,
24,780299,0.1650,0.0120,495,
25,780283,0.1253,0.0118,376,
26,772810,0.0897,0.0129,269,
27,8096342,0.0503,0.0124,151,
