Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,779699,0.9973,0.0095,2992,
2,8178944,0.9683,0.0080,2905,
3,781613,0.9477,0.0075,2843,
4,8174397,0.9370,0.0088,2811,
5,8139718,0.9197,0.0090,2759,
6,8122655,0.8920,0.0097,2676,
7,794515,0.8733,0.0104,2620,⬅️
8,777991,0.8277,0.0091,2483,
9,777133,0.8133,0.0101,2440,
10,778844,0.7843,0.0091,2353,
11,777239,0.7673,0.0090,2302,
12,781914,0.7573,0.0102,2272,
13,8144696,0.7547,0.0100,2264,
14,781282,0.7473,0.0106,2242,
15,8063089,0.7473,0.0101,2242,
16,777217,0.7073,0.0104,2122,
17,791705,0.6620,0.0107,1986,
18,8117985,0.6343,0.0112,1903,
19,792510,0.6043,0.0071,1813,
20,778899,0.5913,0.0107,1774,
21,8171486,0.5830,0.0109,1749,
22,791713,0.5690,0.0047,1707,
23,8103576,0.5587,0.0090,1676,
24,778906,0.5167,0.0110,1550,
25,798512,0.5010,0.0092,1503,
26,778897,0.3583,0.0115,1075,
27,767340,0.2410,0.0105,723,
