Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,774135,1.0000,0.0063,3000,✅
2,777043,0.7750,0.0099,2325,
3,8088206,0.7503,0.0104,2251,
4,777239,0.6323,0.0070,1897,
5,792358,0.5863,0.0096,1759,
6,8063088,0.5563,0.0113,1669,
7,793791,0.5443,0.0112,1633,
8,778897,0.5367,0.0111,1610,
9,8144696,0.5300,0.0111,1590,
10,778915,0.5283,0.0110,1585,
11,781282,0.5193,0.0122,1558,
12,8063089,0.4983,0.0115,1495,
13,777217,0.4960,0.0104,1488,
14,792350,0.4890,0.0117,1467,
15,794515,0.4197,0.0126,1259,
16,772840,0.3710,0.0120,1113,
17,772841,0.3180,0.0104,954,
18,8188926,0.2743,0.0117,823,
