Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8155627,0.9833,0.0071,2950,✅
2,792440,0.7470,0.0128,2241,
3,779533,0.7457,0.0081,2237,
4,779530,0.7433,0.0103,2230,
5,793793,0.7297,0.0100,2189,
6,798475,0.6833,0.0098,2050,
7,8139623,0.6813,0.0112,2044,
8,8100969,0.6597,0.0087,1979,
9,792441,0.6577,0.0106,1973,
10,793548,0.6333,0.0115,1900,
11,8179499,0.6243,0.0074,1873,
12,783595,0.6200,0.0106,1860,
13,798480,0.6200,0.0096,1860,
14,8105335,0.6137,0.0109,1841,
15,8100975,0.5303,0.0108,1591,
16,8111161,0.4847,0.0089,1454,
17,777551,0.4767,0.0101,1430,
18,777141,0.4393,0.0100,1318,
19,8092284,0.4300,0.0093,1290,
20,8166038,0.4227,0.0090,1268,
21,777553,0.4217,0.0110,1265,
22,781926,0.4093,0.0119,1228,
23,8089434,0.3703,0.0099,1111,
24,780706,0.3427,0.0121,1028,
25,775310,0.3373,0.0107,1012,
26,780273,0.3317,0.0118,995,
27,778448,0.3280,0.0111,984,
28,8091936,0.3083,0.0113,925,
29,793832,0.3063,0.0110,919,
30,777135,0.3013,0.0118,904,
31,8112097,0.2737,0.0122,821,
32,774937,0.2580,0.0122,774,
33,781917,0.2520,0.0123,756,
34,783617,0.2423,0.0116,727,
35,794273,0.2400,0.0126,720,
36,8126327,0.2377,0.0114,713,
37,8166043,0.2330,0.0117,699,
38,792803,0.2257,0.0121,677,
39,778504,0.2197,0.0125,659,
40,8094080,0.2177,0.0120,653,
41,793796,0.2177,0.0125,653,
42,781921,0.2163,0.0103,649,
43,782185,0.1990,0.0115,597,
44,8126325,0.1917,0.0112,575,
45,8126238,0.1820,0.0113,546,
46,785887,0.1550,0.0121,465,
