Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,791817,0.9000,0.0111,2700,
2,776556,0.8950,0.0115,2685,
3,780296,0.8700,0.0108,2610,⬅️
4,791816,0.8623,0.0108,2587,
5,766859,0.8613,0.0116,2584,
6,780252,0.8567,0.0111,2570,
7,780295,0.8523,0.0107,2557,
8,8179589,0.8320,0.0110,2496,
9,780288,0.7567,0.0107,2270,
10,770066,0.7243,0.0116,2173,
11,8179614,0.7107,0.0110,2132,
12,8179592,0.6807,0.0118,2042,
13,792429,0.6417,0.0103,1925,
14,780254,0.6153,0.0112,1846,
15,791819,0.6097,0.0104,1829,
16,8179611,0.5980,0.0106,1794,
17,772769,0.5803,0.0121,1741,
18,8091607,0.5667,0.0105,1700,
19,793975,0.5653,0.0099,1696,
20,793978,0.5593,0.0106,1678,
21,8176978,0.5187,0.0112,1556,
22,8176966,0.5077,0.0110,1523,
23,788920,0.5070,0.0105,1521,
24,777942,0.4907,0.0110,1472,
25,8176904,0.3703,0.0121,1111,
26,793981,0.2593,0.0109,778,
27,794101,0.1897,0.0133,569,
28,793982,0.1787,0.0125,536,
29,792937,0.0760,0.0124,228,
30,775999,0.0587,0.0116,176,
